uid,title,year,runtime_mins,ave_rating,num_votes
tt1857670,Deiva Thirumagal,2011.0,166.0,8.1,4885.0
tt1857783,Mana Mora Prajapati,2011.0,,,
tt1857953,Yu ye hua,1956.0,,,
tt1859643,Welcome to the Outside,2010.0,,,
tt1860238,Goddess,2013.0,104.0,6.0,1385.0
tt1861989,Berlin,2011.0,119.0,,
tt1865547,Tu Mo Girlfriend,2011.0,144.0,5.9,7.0
tt1866165,I Won't Give Up on You,2009.0,,,
tt1866982,Jim Jones Hip Hop Monolouges 2009,2010.0,,,
tt1866999,Le Grand Jete,,,,
tt1867612,Swor-The Melody of Dreams,2011.0,,6.2,8.0
tt1872792,E Mana Khoje Mana Tiye,2011.0,,,
tt1874633,Musical Chairs,2011.0,102.0,4.9,280.0
tt1881005,Maria XXX,2011.0,90.0,,
tt1883201,Genterman,1969.0,,,
tt1883350,Street Singer,1966.0,,,
tt1883359,The Co(te)lette Film,2010.0,58.0,7.4,58.0
tt1884295,Distant Beats,2011.0,101.0,,
tt1884360,Moacir,2011.0,75.0,7.4,15.0
tt1885170,A Christmas Musical,,,,
tt1887679,Berliner Philharmoniker: A Musical Journey in 3D,2011.0,,5.8,11.0
tt1888605,The Odd Sea,2011.0,62.0,,
tt1890464,Mate Bohu Kari Nei Ja,2011.0,,,
tt1895305,Asia 45: My Nhan Ngu,2006.0,,,
tt1895598,Welcome to Harlem,2012.0,106.0,6.7,21.0
tt1899163,Dod Pompa,2000.0,,,
tt1899341,Valley of the Succubus,2013.0,65.0,7.3,6.0
tt1900964,Rip,2010.0,,,
tt1906514,We Ain't Rich or Famous But We Are the Happy Pals,2011.0,78.0,,
tt1915541,Bedoon Reqaba,2009.0,99.0,3.3,82.0
tt1918855,Hollywood Musical!,2015.0,88.0,5.9,17.0
tt1919037,Rock 'n' Roll Hotel,1983.0,85.0,8.1,22.0
tt1919073,Single Life: The Musical,2010.0,94.0,,
tt1920835,All the Way Through Evening,2011.0,70.0,7.9,22.0
tt1920871,College Musical,2014.0,91.0,6.3,144.0
tt1920955,Hero - Prem Katha,2011.0,,,
tt1921071,Queens! Destiny of Dance,2011.0,112.0,5.4,10.0
tt1921162,The Magical Duvet,2011.0,103.0,5.3,92.0
tt1922625,Imágina,2010.0,77.0,,
tt1925535,"Vivaldi, the Red Priest",2009.0,120.0,6.7,29.0
tt1926307,Over the Rainbow,2011.0,115.0,3.5,13.0
tt1926348,Wo hai shi yong yuan de ai zhe ni,1969.0,,,
tt1927125,Sevil,1970.0,85.0,6.0,6.0
tt1928262,Seishun a Go-Go,1966.0,,,
tt1929237,The Nightingale of Tibet,2013.0,75.0,7.2,182.0
tt1930467,The House Without a Window,2011.0,100.0,7.2,57.0
tt1932694,Prem weds Priya,2011.0,155.0,,
tt1935074,The Other of Us,2013.0,92.0,7.1,38.0
tt1935320,Wild Girl,1969.0,,,
tt1937114,Calypso Rose: Lioness of the Jungle,2011.0,85.0,7.6,7.0
tt1941657,Soundtrack,2011.0,132.0,7.1,819.0
tt1942831,Company,2011.0,145.0,7.7,1095.0
tt1942917,Shi wan tong shi,1958.0,,,
tt1946205,El Gusto,2011.0,88.0,7.6,156.0
tt1948005,I Dream of Jeanne,1970.0,,,
tt1948179,The Labèque way,2012.0,78.0,,
tt1949127,Beale Street Revue,1955.0,,,
tt1949593,The Adventures of Paul and Marian,2014.0,93.0,6.4,5.0
tt1951242,Si Inday sa balitaw,1970.0,,,
tt1951300,Varese Va,2008.0,63.0,,
tt1954206,The Dirty Picture,2011.0,145.0,6.6,8716.0
tt1954379,Kids of Töday,2011.0,97.0,5.3,33.0
tt1954453,For Once in My Life,1970.0,,,
tt1954648,Manyaa the Wonder Boy,2011.0,132.0,7.0,10.0
tt1954708,One Day Millionaire,1970.0,,,
tt1956433,Ata Pata Lapatta,2012.0,120.0,5.4,86.0
tt1959409,Imaginaerum,2012.0,86.0,6.3,6151.0
tt1961271,Devdas,2013.0,150.0,4.9,165.0
tt1966355,Baishi Pahache Kheliba Mina,2011.0,,,
tt1966368,Bhalobaslei Ghor Bandha Jay Na,2010.0,152.0,5.8,113.0
tt1966391,Complicated World,2011.0,,,
tt1966497,Kiese Dakuchi Kouthi Mate,2011.0,170.0,7.9,13.0
tt1967534,Janapriyan,2011.0,150.0,6.3,217.0
tt1969023,Doctor S Battles the Sex Crazed Reefer Zombies: The Movie: The Musical,,80.0,,
tt1970044,The Heart That Sings,2011.0,87.0,8.2,10.0
tt1974216,Bahr al nojoum,2008.0,87.0,3.2,56.0
tt1975910,Making the Band,2011.0,108.0,,
tt1976562,"I Love You, Apple, I Love You, Orange",2013.0,93.0,,
tt1977760,Darth Joseph and His Most Impressive Technicolour Dreamcoat,2011.0,65.0,,
tt1978440,First Time for Everything,2012.0,82.0,6.4,5.0
tt1978567,The Reef 2: High Tide,2012.0,80.0,3.9,861.0
tt1979178,Angels of Rock 'n' Roll,2011.0,80.0,,
tt1980033,For Love's Sake,2012.0,133.0,6.4,699.0
tt1980986,Housefull 2,2012.0,145.0,5.3,13226.0
tt1981660,Love Mein Gum,2011.0,,5.2,120.0
tt1981672,O Lendário Tio Liceu e os Ngola Ritmos,2010.0,55.0,,
tt1982070,A Sad State of Affairs,2013.0,97.0,6.7,6.0
tt1982872,Tian fu tian shou,1970.0,,,
tt1984303,Young Zombies in Love,,,,
tt1988173,Life Long Road Trip,2009.0,,,
tt1988546,Anonymous Celebrities: Animatic,2011.0,99.0,,
tt1988680,Klang 1 et 2,2006.0,,,
tt1988766,Roots 67,2007.0,80.0,,
tt1988802,The Elders: Alive & Live in Ireland,2008.0,67.0,,
tt1990218,Adventures Into the Woods: A Sexy Musical,2012.0,100.0,4.4,122.0
tt1995260,Battlefield America,2012.0,106.0,2.7,1414.0
tt1995418,Rusvai,1985.0,,,
tt1997289,Bennie Brat,2011.0,93.0,6.1,304.0
tt1999930,Naachle London,2012.0,,,
tt2002734,Mumm Sweet Mumm,1989.0,105.0,,
tt2005253,Ji shi zai hui tou,1972.0,,,
tt2005376,The Lamb Lies Down on Broadway,2010.0,95.0,7.1,14.0
tt2006036,1 911 Jak Boyz,2011.0,78.0,4.1,7.0
tt2007932,Bob Marley: The Making of a Legend,2011.0,90.0,8.2,98.0
tt2007972,Kusume Rumal,1985.0,,7.0,117.0
tt2008643,Stock Characters: The Cooking Show,2012.0,53.0,,
tt2013206,Bella Filipina,1956.0,,,
tt2014240,Huan le qun ying,1980.0,91.0,,
tt2016152,Balla con noi - Let's Dance,2011.0,102.0,4.7,20.0
tt2017717,Jy's Lieflik Vanaand,1962.0,85.0,,
tt2017721,Kruger Miljoene,1967.0,84.0,5.4,5.0
tt2018096,Marty's Magnificent Day-Glo Dream-A-Thon,2011.0,87.0,7.0,15.0
tt2020007,Enough Cuts for a Murder,1978.0,75.0,,
tt2022339,Baghi Shehzada,1963.0,,,
tt2022353,Chocolate,2011.0,,8.4,43.0
tt2022422,Hoor My Lied,1967.0,107.0,6.1,14.0
tt2022451,A Fairy to the World,1982.0,92.0,,
tt2022490,Pennin Manathai Thottu,2000.0,165.0,6.5,76.0
tt2023370,Ajob Prem Ebong...,2011.0,112.0,5.5,22.0
tt2023592,"Manlo, the Flower",1961.0,80.0,,
tt2023705,Spirit Unbound,2011.0,91.0,,
tt2023790,Tremendous,2010.0,74.0,,
tt2023798,Under the Spotlight,2010.0,55.0,,
tt2024505,Step Fast,1994.0,,,
tt2025664,Sing vir die Harlekyn,1980.0,90.0,8.7,6.0
tt2033317,Miss Palmolive All Night Cabaret,,,,
tt2034058,My Last Valentine in Beirut in 3D,2012.0,85.0,6.5,95.0
tt2035464,Bituing marikit,1937.0,,,
tt2040426,Me and My Dick,2009.0,150.0,7.7,467.0
tt2040585,Vergeet My Nie,1976.0,93.0,7.6,7.0
tt2041412,"Miguelito, nadie sabe lo que tiene",2011.0,90.0,6.7,7.0
tt2044833,Nothing But the Beat,2011.0,66.0,7.0,165.0
tt2044863,Starship,2011.0,172.0,8.1,652.0
tt2047807,Nine Lives: A Musical Adaptation Live,2011.0,106.0,8.6,8.0
tt2049386,Alice in Wonderland,2010.0,99.0,7.2,10.0
tt2051910,Las Vegas a'go-go,1967.0,,,
tt2051970,Show Business,1964.0,,,
tt2056628,Qin Niangmei,1960.0,,,
tt2058082,Spies: Notinism.org,2002.0,120.0,,
tt2058092,The Book of Mormon,,,,
tt2059244,Hand in Hand,2012.0,81.0,6.1,593.0
tt2059295,Tai Bei shen hua,1985.0,,,
tt2061814,Studien zum Untergang des Abendlands,2010.0,80.0,8.0,23.0
tt2063688,Kanpai! Gokigen yarou,1961.0,90.0,,
tt2063693,Kigeki Keiba hisshouhou,1967.0,,,
tt2063714,Los compadres,1973.0,,,
tt2064816,"I, Me aur Main",2013.0,108.0,4.6,1790.0
tt2064954,The Broom Wedding,2011.0,80.0,6.4,8.0
tt2069035,Kasing-kasing ko,1973.0,,,
tt2077886,The Phantom of the Opera at the Royal Albert Hall,2011.0,137.0,8.8,8257.0
tt2078709,Psycho Bettys from Planet Pussycat,2011.0,95.0,6.1,35.0
tt2081881,"National Theatre Live: One Man, Two Guvnors",2011.0,179.0,8.1,759.0
tt2083223,In the Night,2012.0,86.0,8.2,8.0
tt2083338,Small Ru Gu Naew,2011.0,,3.9,20.0
tt2083935,Basically Frightened: The Musical Madness of Colonel Bruce Hampton,2012.0,89.0,9.4,8.0
tt2088838,Burning Kisses,2010.0,,6.4,65.0
tt2088966,"Valdagno, Arizona",2011.0,75.0,,
tt2089617,Are We Not Men?,,90.0,,
tt2089652,Country Girl,2012.0,126.0,,
tt2089721,Know How,2015.0,106.0,6.9,53.0
tt2090626,The Adventures of Buckskin Jack and the Legend of the Fully Grooved Axe,2011.0,100.0,8.3,6.0
tt2091378,Order!,2011.0,54.0,,
tt2092005,Untitled DJ Casey Connor Project,,,,
tt2092010,Vod-a-vil,1974.0,,,
tt2094061,Miss Aruba Went to Town,1975.0,,,
tt2094172,Untitled Teen Gospel Project,,,,
tt2094749,9 to 12,2011.0,115.0,,
tt2094817,Fancy,2011.0,60.0,,
tt2094884,Madaling araw,1938.0,,,
tt2095779,The Akram Tree,2011.0,81.0,8.9,8.0
tt2098834,The Drum Machine,1989.0,,,
tt2099634,Hotdog unang kagat,1975.0,,,
tt2102360,Laila Baka Feha Al Qamar,1980.0,,4.5,33.0
tt2104132,Will Power,2012.0,50.0,7.2,16.0
tt2104931,Los Angeles7,,90.0,,
tt2106478,Je vous écris du Havre,2010.0,51.0,,
tt2106542,Melior Street,2011.0,65.0,,
tt2107861,Walking on Sunshine,2014.0,97.0,5.4,5011.0
tt2112248,No Bone No Skin: A Rock Band at Sea,2011.0,49.0,,
tt2118672,Let's Do the Salsa,1976.0,,,
tt2120786,Kung Fu Window Cleaner,2011.0,66.0,,
tt2121384,Untitled Grateful Dead Musical Project,,,,
tt2127256,Apa tengok-tengok,2011.0,100.0,,
tt2128533,SHAN: The Ancient Heart of Natural People,2007.0,93.0,,
tt2129977,Joe Jackson: Making Michael,2012.0,84.0,,
tt2131447,A Christmas Carol,1979.0,89.0,3.1,16.0
tt2132271,Att Khuda Da Wair,1970.0,,,
tt2137326,Tak fajn,2012.0,,2.0,20.0
tt2137710,Natobar Notout,2010.0,113.0,6.0,101.0
tt2139569,Adwait Sangeet,2011.0,82.0,7.9,13.0
tt2142003,Thunderstruck,2011.0,46.0,8.5,8.0
tt2144051,"Geronimo Stilton, el musical del Regne de la Fantasia",2011.0,,,
tt2145624,Liang Hong Yu,1963.0,123.0,,
tt2145684,Pong lang sa on: #1,2005.0,180.0,,
tt2147008,Swan Lake,2012.0,120.0,7.8,181.0
tt2147573,Theresa Sareo: Alive Again,2011.0,73.0,,
tt2148838,Yi er san,1980.0,,,
tt2149111,Record Paradise: The Musical Life of Joe Lee,2012.0,53.0,,
tt2150182,Amnésique,2012.0,131.0,,
tt2152210,Young Fathers,2005.0,90.0,5.9,134.0
tt2153891,Metal Warrior,2011.0,100.0,6.1,1391.0
tt2162828,Faust,2009.0,73.0,6.6,5.0
tt2163030,This Is Sunday Funeral,2012.0,,,
tt2165583,Along the Way,1972.0,57.0,,
tt2169316,Once Around the Sun,2012.0,75.0,,
tt2170550,Always Together: Chinese-Jamaicans In Reggae,2012.0,100.0,,
tt2174724,Xiao yuan qing chun le,1987.0,92.0,,
tt2174858,Lang tao sha,1966.0,92.0,,
tt2175380,LoveTown,2012.0,93.0,,
tt2175739,"Karnavalnaya noch 2, ili 50 let spustya",2007.0,,2.4,128.0
tt2175902,Romeo and Juliet: A Love Song,2013.0,97.0,5.6,63.0
tt2177668,Kazuo Ohno Trilogy,2010.0,133.0,,
tt2178470,Yeh Jawaani Hai Deewani,2013.0,160.0,7.1,38409.0
tt2179075,Hello Stranger,2011.0,69.0,,
tt2179678,Soledad y Larguirucho,2012.0,80.0,3.8,37.0
tt2180130,Gerimis Mengundang,2012.0,98.0,4.8,16.0
tt2180190,Victor Crowl's Freedom,2012.0,114.0,,
tt2180311,Black Coat Mob,2012.0,72.0,,
tt2180513,Salangai oli,1983.0,160.0,8.0,294.0
tt2181787,'n Brief vir Simone,1980.0,,,
tt2181912,Sons of Steel - directors cut,2010.0,91.0,6.2,6.0
tt2182099,Satrangi Re,2012.0,135.0,6.9,38.0
tt2182235,Vara asta,2012.0,55.0,5.0,6.0
tt2182253,Wo ai fang lin,1979.0,,,
tt2184297,The Carny Ball Run,2011.0,90.0,,
tt2187548,"Bring Me the Moon, Mom",2012.0,90.0,7.1,16.0
tt2190838,Stage Fright,2014.0,89.0,5.2,4399.0
tt2191715,Into the Woods,2011.0,153.0,7.8,55.0
tt2191721,Jodi Breakers,2012.0,127.0,3.5,1103.0
tt2193356,The Return of God,2015.0,115.0,,
tt2195896,A F**kload of Scotch Tape,2012.0,94.0,5.5,65.0
tt2196053,Something Like Summer,2017.0,115.0,6.0,999.0
tt2196224,Desi Romeos,2012.0,,5.1,112.0
tt2198263,Twelfth Night,2012.0,120.0,7.1,22.0
tt2200999,Celtic Woman: Believe,2012.0,91.0,8.5,34.0
tt2203308,Aashiqui 2,2013.0,132.0,7.0,26676.0
tt2204379,The Devil's Carnival,2012.0,56.0,6.3,4099.0
tt2208772,The Emigrant,2012.0,47.0,8.3,10.0
tt2209236,S4K's Romeo & Juliet,,,,
tt2213094,Hot Toxic Love: The Making of the Toxic Avenger Musical,2010.0,,,
tt2214815,Art Is...,2013.0,100.0,9.2,11.0
tt2215063,Give It Up,2012.0,83.0,,
tt2215435,Rain: An Original Musical,2012.0,90.0,,
tt2215477,RamLeela,2013.0,150.0,6.4,18712.0
tt2221807,Sluchainaya vstrecha,1936.0,64.0,6.6,23.0
tt2223730,Boishakhi Gan,2012.0,83.0,,
tt2229463,Tiempo de Leyenda,2010.0,52.0,7.0,12.0
tt2230388,Yolanda,1951.0,,,
tt2230414,Gamugamong Naging Lawin,1951.0,,,
tt2230440,Aiven Raula Pai Gaya,2012.0,153.0,6.6,98.0
tt2231040,Sado Tempest,2012.0,95.0,6.0,8.0
tt2231468,The Team Makes a Play,2013.0,92.0,,
tt2232304,Undone: A New Musical,2012.0,90.0,5.0,6.0
tt2232636,Mayonez,,89.0,,
tt2234269,Mamnou Fi Laylat El-Dokhla,1975.0,112.0,4.5,146.0
tt2241455,Ragol Fakad Aklah,1980.0,,6.0,207.0
tt2241632,Kannukulle,2009.0,,5.0,6.0
tt2243393,Love Never Dies,2012.0,121.0,6.8,2726.0
tt2244719,Apocalypse: A Bill Callahan Tour Film,2012.0,60.0,7.5,51.0
tt2244761,Broken & Beautiful,2012.0,124.0,8.7,25.0
tt2248028,Thattathin Marayathu,2012.0,127.0,7.4,3537.0
tt2248755,Doppelgänger,2007.0,66.0,4.7,6.0
tt2248905,Madly Bangali,2009.0,130.0,7.0,282.0
tt2251864,Cherrybelle: Love Is U,2012.0,80.0,7.3,10.0
tt2253560,Ajantha,2012.0,,,
tt2253901,1001-ci qastrol,1974.0,66.0,8.0,6.0
tt2254056,Adriana Lecouvreur,2011.0,151.0,6.8,13.0
tt2255767,Cosquillitas,,,,
tt2255801,Fi Saif Lazem Nihib,1974.0,,4.6,44.0
tt2255831,Hong deng ji,1968.0,112.0,,
tt2261983,American Rescue Squad,2015.0,94.0,5.8,78.0
tt2262129,Spidarlings,2016.0,120.0,6.8,173.0
tt2265453,My Fair Zombie,2013.0,85.0,1.5,112.0
tt2272330,Babul,1971.0,,,
tt2273102,Pista ng bayan,1948.0,,,
tt2275489,Aki estamos,2012.0,,,
tt2276056,The Karaoke Kid,,,,
tt2279622,Someday Somewhere,2011.0,118.0,7.3,6.0
tt2285547,Langit Biru,2011.0,93.0,6.6,16.0
tt2288169,Zhen zhu lei,1965.0,114.0,,
tt2291620,Wandering,2011.0,82.0,5.1,9.0
tt2292720,"Aku Ada, Kau Ada?",2012.0,90.0,4.1,7.0
tt2292762,Hoore! Hoore!,2012.0,93.0,,
tt2294499,Ba Mei Zhuangyuan,1957.0,,,
tt2294663,How Sweet It Is,2013.0,104.0,5.9,74.0
tt2294917,Becoming Traviata,2012.0,120.0,6.7,106.0
tt2296737,Ehtaressi Men El-Regal Ya Mama,1975.0,,3.9,14.0
tt2298262,The Drowsy Chaperone,,,,
tt2300224,So Sue Me,,,,
tt2300836,Everything Went Down,2013.0,86.0,7.3,15.0
tt2301478,Feng liu tian zi,1953.0,,,
tt2302667,Irremediablemente Juntos,2012.0,120.0,,
tt2302687,La vida anterior,2013.0,,5.2,9.0
tt2302805,Sacrificial Youth,2013.0,85.0,5.7,14.0
tt2304823,Misfit Heights,2012.0,98.0,6.3,16.0
tt2304867,Out of Step,,,,
tt2305592,Bai zei qi xu ji,1962.0,,,
tt2305982,Bai zei qi,1962.0,107.0,,
tt2306492,Psycho a Go-Go,2021.0,,,
tt2309762,Eternity: The Movie,2014.0,88.0,7.2,49.0
tt2310213,Zombie Broadway,,,,
tt2310958,Summertime,2012.0,93.0,3.6,132.0
tt2315816,The Lives of Hamilton Fish,2013.0,68.0,6.2,13.0
tt2316439,Band2gether,2009.0,,,
tt2316465,Big Easy Express,2012.0,98.0,7.6,953.0
tt2317010,Lüküs hayat,1976.0,58.0,5.9,61.0
tt2317071,Shayatin Elal Abad,1974.0,,4.6,36.0
tt2317103,Sons of Ram,2012.0,85.0,6.6,74.0
tt2317858,Beggars and Choosers Musical Documentary,2012.0,,,
tt2318611,Música Ligera,2012.0,,,
tt2318731,Time of Legend,2009.0,58.0,,
tt2328648,Room Enough For Two: The Life of Dorothy Parker,2012.0,69.0,,
tt2330879,You Really Got Me,,,,
tt2336640,Vancouver Tango Festival 2012,2012.0,120.0,,
tt2337787,Aloha,1984.0,89.0,,
tt2338151,PK,2014.0,153.0,8.1,163378.0
tt2339072,My Generation: Living the Dream,,,,
tt2341874,That Girl in Pinafore,2013.0,100.0,7.2,135.0
tt2342249,Paskutiniai Bremeno muzikantai,2005.0,90.0,8.1,265.0
tt2342613,Forever Crazy,2011.0,95.0,7.1,14.0
tt2343489,Esperando el Tsunami,2011.0,,7.3,15.0
tt2346108,Aasoo Billa,1971.0,,,
tt2346110,Uchi Haveli,1971.0,,,
tt2348794,Saga of Mulan,1994.0,97.0,,
tt2353824,Janleva 555,2012.0,140.0,4.2,20.0
tt2354479,The Spirit of Albion,2012.0,85.0,6.8,35.0
tt2355765,Ordinary,2012.0,150.0,6.6,757.0
tt2356688,Madhubaanakadai,2012.0,112.0,7.1,69.0
tt2357296,8Dazeaweakend,2009.0,,,
tt2362790,Divine Divas,2016.0,110.0,7.9,263.0
tt2363085,Arizona Slim,1974.0,,,
tt2364616,I Do Bidoo Bidoo: Heto nApo sila!,2012.0,120.0,7.7,45.0
tt2368583,American Songwriter,2012.0,56.0,7.5,13.0
tt2370524,Stained Glass,2012.0,,,
tt2371293,The Adventure of Cohollyingwood Black Prince,,184.0,,
tt2375565,Super Awesome!,2015.0,89.0,5.9,34.0
tt2379550,Peaches Does Herself,2012.0,80.0,7.0,82.0
tt2380095,Nelsonville Music Festival,2012.0,57.0,,
tt2386476,The Gods of Garbage,2013.0,71.0,,
tt2387489,Hole in the Fence,,,,
tt2387627,Zinda Bhaag,2013.0,115.0,7.6,1404.0
tt2389476,A Hard Day's Nightmare,2011.0,67.0,7.6,17.0
tt2390359,Untitled C/W Project,,,,
tt2391023,Little Shop of Horrors,,,,
tt2391085,Time After Time,,,,
tt2392706,Janie Charismanic,2014.0,101.0,7.7,11.0
tt2396539,Isa pamaciba milesana,1982.0,80.0,7.5,87.0
tt2396690,Barbie: The Princess & the Popstar,2012.0,86.0,5.7,1578.0
tt2397561,Shirdi Sai,2012.0,145.0,6.8,238.0
tt2397774,American Heart,2008.0,94.0,,
tt2401715,The Devil's Violinist,2013.0,122.0,6.1,3286.0
tt2401846,The Lock In,2012.0,90.0,3.2,10.0
tt2404593,Lucky Stiff,2014.0,78.0,5.4,130.0
tt2406328,Valparadaise,2012.0,90.0,6.3,10.0
tt2409642,Ghetuputra Komola,2012.0,101.0,7.4,1549.0
tt2412714,OJ: The Musical,2013.0,90.0,7.6,70.0
tt2417504,498A-The Wedding Gift,2012.0,113.0,7.7,20.0
tt2418248,Ivan Megharoopan,2012.0,110.0,7.3,33.0
tt2420862,La Monjita,1931.0,,,
tt2431410,Snow,2013.0,92.0,6.6,17.0
tt2439412,Cuenta en Ochos,2012.0,,,
tt2447226,Bronco,1991.0,89.0,6.8,5.0
tt2448022,The Golden Age,2017.0,102.0,5.5,51.0
tt2450036,Introducing Kaye: Romantic Loner,2013.0,,,
tt2451442,POPO GIGI: Shakespeare Goes Bollywood,,,,
tt2452266,My Way,2012.0,71.0,8.2,5.0
tt2456330,Butterfly Symphony,2013.0,119.0,8.1,830.0
tt2457544,Blue Mountains,2017.0,134.0,5.7,49.0
tt2458726,Days of Gray,2013.0,78.0,6.9,49.0
tt2458752,The Fable of Shannon Cable,2013.0,69.0,,
tt2459172,Memphis,,,,
tt2461124,The Road to Fame,2013.0,80.0,7.5,44.0
tt2462642,Bath Salts the Musical,2012.0,,,
tt2462722,The Perfect Love Song,2011.0,115.0,4.6,495.0
tt2463692,When I Was Alive,2014.0,108.0,6.2,697.0
tt2465296,Rabbit in the Moon Decade,2007.0,,,
tt2474024,The Last Five Years,2014.0,94.0,5.9,9522.0
tt2475416,All Around the World: Jermaine Jones,2013.0,,,
tt2476858,Dear Pina,2012.0,58.0,,
tt2477236,The Oldest Story Ever Told,2010.0,96.0,,
tt2481198,Sunshine on Leith,2013.0,100.0,6.6,6479.0
tt2504690,Volando Bajo,2014.0,96.0,5.9,161.0
tt2509838,Let's Go to Berlin,2012.0,81.0,,
tt2517284,Leftwings,2012.0,98.0,,
tt2517594,We Made Our Own Disaster,2010.0,79.0,,
tt2518336,Doktor,2012.0,95.0,5.7,28.0
tt2522212,The Boxer Rebellion: Live in Brooklyn,2013.0,89.0,,
tt2525478,Year After Year,2016.0,132.0,6.7,9.0
tt2529232,EDSA XXX: Nothing Ever Changes in the Ever-Changing Republic of Ek-Ek-Ek,2014.0,85.0,5.1,12.0
tt2530824,Too Young for Love,1966.0,125.0,7.0,694.0
tt2531398,The Sound of Spying,2014.0,100.0,,
tt2533300,No Future in War,,112.0,,
tt2543010,Vyshe neba,2013.0,133.0,7.1,39.0
tt2548984,Africa Shakes,1966.0,76.0,,
tt2556342,Feu: Crazy Horse Paris,2012.0,90.0,6.2,173.0
tt2556666,Romeos & Juliets,2012.0,,,
tt2568710,The Pursuit of Red X,2012.0,79.0,7.1,11.0
tt2569136,The Potters,,,,
tt2572078,Wai Ra Rerng,1984.0,,7.1,7.0
tt2575956,True Bromancemusic,2012.0,95.0,,
tt2576736,Banana Beach,1970.0,,,
tt2580418,Thepthida Bar 21,1978.0,,,
tt2582222,Silent Rhythm,,,,
tt2596210,Country Music,1972.0,94.0,,
tt2597110,It's a Terrible Week for Singing,,,,
tt2597668,The Third Act,2015.0,50.0,,
tt2598580,Dancin': It's On!,2015.0,89.0,2.8,324.0
tt2599006,Tribyville,,,,
tt2608600,Metal Murder 3D,2013.0,,5.8,6.0
tt2611344,Love Pyar Whatever,2015.0,101.0,5.8,11.0
tt2626144,Untitled Roman Coppola Project,,,,
tt2630316,Lisa Limone and Maroc Orange: A Rapid Love Story,2013.0,72.0,6.3,87.0
tt2631210,Pretville,2012.0,91.0,4.8,47.0
tt2633114,Caught on Tape,2013.0,66.0,3.3,203.0
tt2641648,Opium,2013.0,77.0,3.7,379.0
tt2641910,Jaani Dyakha Hawbe,2011.0,104.0,5.7,131.0
tt2642212,Light Shade Red,2012.0,86.0,,
tt2642912,The Boy Castaways,2013.0,84.0,4.9,10.0
tt2644144,Derby Soap Opera,2012.0,,,
tt2646540,Estudiar en primavera,2014.0,53.0,9.1,21.0
tt2650414,"Amor, Plástico e Barulho",2013.0,85.0,6.5,124.0
tt2651626,The Composer: Matthew Shipp Barb Januszkiewicz,2012.0,45.0,,
tt2653240,Vajram,2012.0,80.0,,
tt2655734,Bang Bang Baby,2014.0,90.0,5.0,539.0
tt2657866,Tamango,2009.0,50.0,,
tt2658660,Club Dancer,2016.0,125.0,6.7,16.0
tt2665168,"Damn You, Roland Ruby!",2012.0,115.0,7.3,6.0
tt2667758,PiCKLES: The Film,2012.0,130.0,,
tt2668110,"Silvio Rodríguez, Ojalá",2013.0,72.0,8.2,12.0
tt2668150,Ruined Heart: Another Lovestory Between a Criminal & a Whore,2014.0,73.0,6.2,368.0
tt2668670,Love Thing,2012.0,91.0,7.4,9.0
tt2674362,The Shaggs,,,,
tt2678146,The Pink Marble Egg,2013.0,115.0,3.0,8.0
tt2689966,Broadway Idiot,2013.0,81.0,7.7,657.0
tt2711686,Down Melody Lane,1943.0,60.0,,
tt2712070,Los Vargas Brothers,2012.0,90.0,,
tt2728318,Tarzan's Daughter,2002.0,99.0,5.1,8.0
tt2732480,Islandfilm '96,1997.0,45.0,7.4,5.0
tt2735992,Haneda hatsu 7 ji 50 pun,1958.0,59.0,,
tt2737176,Dan jia mei gao huang di,1956.0,79.0,,
tt2741090,Waiting in the Wings: The Musical,2014.0,107.0,6.0,173.0
tt2741492,Untitled Straight No Chaser Project,,,,
tt2741678,Untitled Shakespeare/Musical Project,,,,
tt2746564,Ishq Deevana,1971.0,,,
tt2748050,Dustu Mishti,1981.0,,,
tt2748106,Stage Door Canteen Does Chicago,2012.0,63.0,,
tt2750248,The Prince's Romantic Affairs,1958.0,105.0,,
tt2753066,Happy Hours,2013.0,72.0,,
tt2756046,Broadway: Beyond the Golden Age,2018.0,,7.6,5.0
tt2756552,"Solntse, Vozdukh I... Na-Na",1992.0,62.0,5.5,12.0
tt2767514,Hopes & Dreams,2000.0,90.0,,
tt2768768,The Genderfellator,2011.0,92.0,,
tt2771200,Beauty and the Beast,2017.0,129.0,7.1,275010.0
tt2772764,A Baul the Baul,2013.0,120.0,7.3,7.0
tt2777378,Tango y sexo,2013.0,64.0,,
tt2782494,Los Cuatro Elementos,2014.0,60.0,7.0,12.0
tt2783920,La Danza De Los Locos,2011.0,90.0,,
tt2785180,Camino Musical: 9 imeres galithianikis mousikis,2013.0,80.0,8.9,16.0
tt2785216,Music Village,2013.0,71.0,,
tt2786278,Amen,2013.0,165.0,7.8,2818.0
tt2800438,American Stew,2013.0,,,
tt2801722,P3nd3jo5,2013.0,150.0,5.6,64.0
tt2802286,Himmatwala,2012.0,,,
tt2805118,Cavalleria rusticana,2013.0,,,
tt2805824,American Vinyl,2013.0,87.0,,
tt2808986,Tokyo Tribe,2014.0,116.0,6.5,3129.0
tt2813484,Hildegard of Bingen and the Living Light,2012.0,61.0,,
tt2815498,East Nashville Tonight,2013.0,85.0,7.1,7.0
tt2820646,Bye Bye Baby,2007.0,75.0,,
