College,Course Prefix,Department,Total Students,gpa_total,Average GPA,semester
Fine Arts,MUS,Music,201.0,632.7,3.1478,Summer 2019
Fine Arts,T D,Theatre And Dance,32.0,120.03999999999999,3.7512,Summer 2019
Geoscience,GEO,Geological Sciences,46.0,155.66,3.3839,Summer 2019
Information,IMS,Identity Management And Security,16.0,57.0,3.5625,Summer 2019
Information,INF,Information Studies,120.0,399.04,3.3253,Summer 2019
LBJ Public Affairs,P A,Public Affairs,103.0,374.78,3.6386,Summer 2019
Liberal Arts,AFR,African And African Diaspora Studies,89.0,253.37,2.8469,Summer 2019
Liberal Arts,AMS,American Studies,18.0,63.0,3.5,Summer 2019
Liberal Arts,ANT,Anthropology,197.0,590.75,2.9987,Summer 2019
Liberal Arts,ASL,American Sign Language,48.0,170.02,3.5421,Summer 2019
Liberal Arts,C C,Classical Civilization,111.0,335.75,3.0248,Summer 2019
Liberal Arts,E,English,535.0,1643.2,3.0714,Summer 2019
Liberal Arts,ECO,Economics,518.0,1463.8,2.8259,Summer 2019
Liberal Arts,F C,French Civilization,33.0,127.69,3.8694,Summer 2019
Liberal Arts,FR,French,123.0,395.7,3.2171,Summer 2019
Liberal Arts,GER,German,48.0,159.32999999999998,3.3194,Summer 2019
Liberal Arts,GK,Greek,28.0,70.68,2.5243,Summer 2019
Liberal Arts,GOV,Government,958.0,2698.94,2.8173,Summer 2019
Liberal Arts,H S,Health And Society,10.0,29.0,2.9,Summer 2019
Liberal Arts,HDO,Human Dimensions Of Organizations,40.0,150.71,3.7678,Summer 2019
Liberal Arts,HIS,History,334.0,1046.42,3.133,Summer 2019
Liberal Arts,ITC,Italian Civilization,18.0,68.03,3.7794,Summer 2019
Liberal Arts,ITL,Italian,19.0,53.010000000000005,2.79,Summer 2019
Liberal Arts,JPN,Japanese,48.0,164.35,3.424,Summer 2019
Liberal Arts,KOR,Korean,38.0,135.01,3.5529,Summer 2019
Liberal Arts,L A,Liberal Arts,25.0,96.0,3.84,Summer 2019
Liberal Arts,LAS,Latin American Studies,15.0,46.01,3.0673,Summer 2019
Liberal Arts,LAT,Latin,33.0,75.0,2.2727,Summer 2019
Liberal Arts,MAS,Mexican American Studies,14.0,50.01,3.5721,Summer 2019
Liberal Arts,PHL,Philosophy,84.0,258.02,3.0717,Summer 2019
Liberal Arts,PSY,Psychology,413.0,1364.61,3.3041,Summer 2019
Liberal Arts,R S,Religious Studies,15.0,58.0,3.8667,Summer 2019
Liberal Arts,RHE,Rhetoric And Writing,106.0,347.36,3.277,Summer 2019
Liberal Arts,SOC,Sociology,247.0,806.38,3.2647,Summer 2019
Liberal Arts,SPN,Spanish,139.0,394.04,2.8348,Summer 2019
Liberal Arts,WGS,Women's And Gender Studies,36.0,122.33,3.3981,Summer 2019
Natural Sciences,BCH,Biochemistry,161.0,522.44,3.245,Summer 2019
Natural Sciences,BIO,Biology,763.0,2285.2,2.995,Summer 2019
Natural Sciences,C S,Computer Science,247.0,673.8,2.7279,Summer 2019
Natural Sciences,CH,Chemistry,752.0,2167.32,2.8821,Summer 2019
Natural Sciences,HDF,Human Development And Family Sciences,37.0,131.69,3.5592,Summer 2019
Natural Sciences,M,Mathematics,435.0,1051.76,2.4178,Summer 2019
Natural Sciences,NSC,Natural Sciences,24.0,89.66,3.7358,Summer 2019
Natural Sciences,NTR,Nutrition,105.0,404.68,3.8541,Summer 2019
Natural Sciences,PHY,Physics,522.0,1593.87,3.0534,Summer 2019
Natural Sciences,SDS,Statistics And Data Sciences,53.0,185.01,3.4908,Summer 2019
Natural Sciences,TXA,Textiles And Apparel,22.0,83.34,3.7882,Summer 2019
Nursing,N,Nursing,247.0,933.0,3.7773,Summer 2019
Other,CSD,Communication Sciences And Disorders,160.0,577.41,3.6088,Summer 2019
Other,GRG,Geography,47.0,148.34,3.1562,Summer 2019
Other,PGS,Pharmacy Graduate Studies,11.0,43.34,3.94,Summer 2019
Other,SAB,Study Abroad Exchange Progs,51.0,57.66,1.1306,Summer 2019
Other,STC,Science And Technology Commercialization,222.0,774.37,3.4882,Summer 2019
Pharmacy,PHM,Pharmacy PharmD,159.0,546.71,3.4384,Summer 2019
Social Work,S W,Social Work,264.0,965.46,3.657,Summer 2019
Undergraduate Studies,BDP,Bridging Disciplines,15.0,39.66,2.644,Summer 2019
Undergraduate Studies,UGS,Undergraduate Studies,70.0,251.67000000000002,3.5953,Summer 2019
Architecture,ARC,Architecture,1673.0,5597.99,3.3461,Spring 2019
Architecture,ARI,Architectural Interior Design,87.0,284.01,3.2645,Spring 2019
Architecture,CRP,Community And Regional Planning,241.0,870.2,3.6108,Spring 2019
Architecture,LAR,Landscape Architecture,74.0,265.03,3.5815,Spring 2019
Business,ACC,Accounting,4547.0,14421.99,3.1718,Spring 2019
Business,B A,Business Administration,2795.0,9953.97,3.5613,Spring 2019
Business,BGS,"Business, Government, And Society",354.0,1270.85,3.59,Spring 2019
Business,FIN,Finance,4083.0,12667.09,3.1024,Spring 2019
Business,I B,International Business,354.0,1082.11,3.0568,Spring 2019
Business,LEB,Legal Environment Of Business,1923.0,5870.87,3.053,Spring 2019
Business,MAN,Management,3841.0,12971.13,3.377,Spring 2019
Business,MIS,Management Information Systems,2889.0,9440.08,3.2676,Spring 2019
Business,MKT,Marketing,2758.0,9069.64,3.2885,Spring 2019
Business,O M,Operations Management,564.0,1869.3,3.3144,Spring 2019
Business,R E,Real Estate,202.0,679.73,3.365,Spring 2019
Business,R M,Risk Management,125.0,420.03000000000003,3.3602,Spring 2019
Business,STA,Statistics,1233.0,3966.08,3.2166,Spring 2019
Communication,ADV,Advertising,4198.0,13951.74,3.3234,Spring 2019
Communication,CLD,Communication And Leadership,137.0,456.37,3.3312,Spring 2019
Communication,CMS,Communication Studies,2915.0,8986.21,3.0827,Spring 2019
Communication,COM,Communication,146.0,472.09,3.2335,Spring 2019
Communication,J,Journalism,1303.0,4441.29,3.4085,Spring 2019
Communication,P R,Public Relations,833.0,2910.93,3.4945,Spring 2019
Communication,RTF,Radio-Television-Film,2807.0,9362.71,3.3355,Spring 2019
Education,ALD,Applied Learning And Development,692.0,2435.44,3.5194,Spring 2019
Education,EDC,Curriculum And Instruction,476.0,1740.85,3.6572,Spring 2019
Education,EDP,Educational Psychology,2481.0,8376.3,3.3762,Spring 2019
Education,ELP,Educational Leadership And Policy,166.0,592.73,3.5707,Spring 2019
Education,HED,Health Education,402.0,1409.81,3.507,Spring 2019
Education,KIN,Kinesiology,2140.0,7030.5199999999995,3.2853,Spring 2019
Education,PED,Physical Education,1813.0,5987.39,3.3025,Spring 2019
Education,SED,Special Education,197.0,727.05,3.6906,Spring 2019
Education,STM,"Science, Technology, Engineering, And Mathematics Education",10.0,35.67,3.567,Spring 2019
Engineering,ARE,Architectural Engineering,348.0,1192.67,3.4272,Spring 2019
Engineering,ASE,Aerospace Engineering,1404.0,4484.63,3.1942,Spring 2019
Engineering,BME,Biomedical Engineering,1333.0,4477.9,3.3593,Spring 2019
Engineering,C E,Civil Engineering,1935.0,6005.11,3.1034,Spring 2019
Engineering,CHE,Chemical Engineering,1574.0,5064.2699999999995,3.2175,Spring 2019
Engineering,COE,Computational Engineering,354.0,1104.74,3.1207,Spring 2019
Engineering,E E,Electrical Engineering,4191.0,12868.21,3.0704,Spring 2019
Engineering,E M,Engineering Mechanics,761.0,1939.76,2.549,Spring 2019
Engineering,E S,Engineering Studies,27.0,100.68,3.7289,Spring 2019
Engineering,EVE,Environmental Engineering,102.0,333.98,3.2743,Spring 2019
Engineering,G E,General Engineering,217.0,723.0,3.3318,Spring 2019
Engineering,M E,Mechanical Engineering,3796.0,12284.56,3.2362,Spring 2019
Engineering,ORI,Operations Research And Industrial Engineering,148.0,497.74,3.3631,Spring 2019
Engineering,PGE,Petroleum And Geosystems Engineering,772.0,2593.3,3.3592,Spring 2019
Fine Arts,AET,Arts And Entertainment Technologies,1258.0,4140.55,3.2914,Spring 2019
Fine Arts,ARH,Art History,1046.0,3258.09,3.1148,Spring 2019
Fine Arts,ART,Studio Art,680.0,2383.04,3.5045,Spring 2019
Fine Arts,DES,Design,274.0,918.8100000000001,3.3533,Spring 2019
Fine Arts,ENS,Ensemble,440.0,1679.68,3.8175,Spring 2019
Fine Arts,F A,Fine Arts,165.0,603.38,3.6568,Spring 2019
Fine Arts,ITD,Integrated Design,279.0,969.81,3.476,Spring 2019
Fine Arts,MUS,Music,2195.0,7621.6,3.4723,Spring 2019
Fine Arts,T D,Theatre And Dance,1246.0,4431.39,3.5565,Spring 2019
Geoscience,EVS,Environmental Science,113.0,408.37,3.6139,Spring 2019
Geoscience,GEO,Geological Sciences,1729.0,5338.34,3.0875,Spring 2019
Information,IMS,Identity Management And Security,30.0,106.01,3.5337,Spring 2019
Information,INF,Information Studies,987.0,3446.41,3.4918,Spring 2019
LBJ Public Affairs,P A,Public Affairs,850.0,3014.64,3.5466,Spring 2019
Liberal Arts,AAS,Asian American Studies,102.0,339.42,3.3276,Spring 2019
Liberal Arts,AFR,African And African Diaspora Studies,653.0,2113.7,3.2369,Spring 2019
Liberal Arts,AMS,American Studies,388.0,1243.78,3.2056,Spring 2019
Liberal Arts,ANS,Asian Studies,364.0,1162.77,3.1944,Spring 2019
Liberal Arts,ANT,Anthropology,1458.0,4535.47,3.1107,Spring 2019
Liberal Arts,ARA,Arabic,177.0,596.37,3.3693,Spring 2019
Liberal Arts,ASL,American Sign Language,145.0,492.12,3.3939,Spring 2019
Liberal Arts,C C,Classical Civilization,1656.0,5074.54,3.0643,Spring 2019
Liberal Arts,C L,Comparative Literature,28.0,101.02,3.6079,Spring 2019
Liberal Arts,CHI,Chinese,312.0,1032.43,3.3091,Spring 2019
Liberal Arts,CRW,Creative Writing,104.0,362.01,3.4809,Spring 2019
Liberal Arts,CTI,Core Texts And Ideas,198.0,677.41,3.4213,Spring 2019
Liberal Arts,DAN,Danish,13.0,42.68,3.2831,Spring 2019
Liberal Arts,E,English,3710.0,11349.51,3.0592,Spring 2019
Liberal Arts,ECO,Economics,3376.0,9233.65,2.7351,Spring 2019
Liberal Arts,EUS,European Studies,158.0,513.07,3.2473,Spring 2019
Liberal Arts,F C,French Civilization,14.0,52.33,3.7379,Spring 2019
Liberal Arts,FR,French,985.0,3097.88,3.1451,Spring 2019
Liberal Arts,GER,German,324.0,1062.75,3.2801,Spring 2019
Liberal Arts,GK,Greek,6.0,22.67,3.7783,Spring 2019
Liberal Arts,GOV,Government,6576.0,19383.62,2.9476,Spring 2019
Liberal Arts,GSD,"German, Scandinavian, And Dutch Studies",14.0,46.68,3.3343,Spring 2019
Liberal Arts,H S,Health And Society,375.0,1192.54,3.1801,Spring 2019
Liberal Arts,HDO,Human Dimensions Of Organizations,240.0,848.72,3.5363,Spring 2019
Liberal Arts,HEB,Hebrew,42.0,142.34,3.389,Spring 2019
Liberal Arts,HIN,Hindi,43.0,165.02,3.8377,Spring 2019
Liberal Arts,HIS,History,5119.0,16307.66,3.1857,Spring 2019
Liberal Arts,ILA,Iberian And Latin American Languages And Cultures,7.0,27.34,3.9057,Spring 2019
Liberal Arts,IRG,International Relations And Global Studies,370.0,1155.46,3.1229,Spring 2019
Liberal Arts,ISL,Islamic Studies,16.0,51.0,3.1875,Spring 2019
Liberal Arts,ITC,Italian Civilization,10.0,30.020000000000003,3.002,Spring 2019
Liberal Arts,ITL,Italian,206.0,541.7,2.6296,Spring 2019
Liberal Arts,J S,Jewish Studies,27.0,91.37,3.3841,Spring 2019
Liberal Arts,JPN,Japanese,383.0,1255.09,3.277,Spring 2019
Liberal Arts,KOR,Korean,183.0,660.99,3.612,Spring 2019
Liberal Arts,L A,Liberal Arts,229.0,841.08,3.6728,Spring 2019
Liberal Arts,LAH,Liberal Arts Honors,285.0,1048.47,3.6788,Spring 2019
Liberal Arts,LAS,Latin American Studies,144.0,483.39,3.3569,Spring 2019
Liberal Arts,LAT,Latin,142.0,365.03000000000003,2.5706,Spring 2019
Liberal Arts,LIN,Linguistics,498.0,1409.14,2.8296,Spring 2019
Liberal Arts,M S,Military Science,41.0,146.34,3.5693,Spring 2019
Liberal Arts,MAS,Mexican American Studies,445.0,1404.77,3.1568,Spring 2019
Liberal Arts,MEL,Middle Eastern Languages And Cultures,19.0,62.68,3.2989,Spring 2019
Liberal Arts,MES,Middle Eastern Studies,171.0,588.79,3.4432,Spring 2019
Liberal Arts,N S,Naval Science,28.0,94.37,3.3704,Spring 2019
Liberal Arts,NOR,Norwegian,20.0,64.66,3.233,Spring 2019
Liberal Arts,PHL,Philosophy,1826.0,5554.42,3.0419,Spring 2019
Liberal Arts,POR,Portuguese,105.0,361.03,3.4384,Spring 2019
Liberal Arts,PRS,Persian,17.0,64.01,3.7653,Spring 2019
Liberal Arts,PSY,Psychology,4501.0,13067.96,2.9033,Spring 2019
Liberal Arts,R S,Religious Studies,489.0,1643.14,3.3602,Spring 2019
Liberal Arts,REE,"Russian, East European, And Eurasian Studies",130.0,440.41,3.3878,Spring 2019
Liberal Arts,RHE,Rhetoric And Writing,1289.0,4336.94,3.3646,Spring 2019
Liberal Arts,RUS,Russian,126.0,407.38,3.2332,Spring 2019
Liberal Arts,S S,Social Science,99.0,351.36,3.5491,Spring 2019
Liberal Arts,SOC,Sociology,2973.0,9689.2,3.2591,Spring 2019
Liberal Arts,SPC,Spanish Civilization,23.0,73.0,3.1739,Spring 2019
Liberal Arts,SPN,Spanish,1670.0,5328.41,3.1907,Spring 2019
Liberal Arts,SUS,Sustainability Studies,47.0,176.36,3.7523,Spring 2019
Liberal Arts,SWE,Swedish,16.0,44.67,2.7919,Spring 2019
Liberal Arts,T C,Tutorial Course,104.0,377.74,3.6321,Spring 2019
Liberal Arts,TUR,Turkish,11.0,37.01,3.3645,Spring 2019
Liberal Arts,URB,Urban Studies,44.0,144.67,3.288,Spring 2019
Liberal Arts,UTL,UTeach-Liberal Arts,55.0,206.37,3.7522,Spring 2019
Liberal Arts,WGS,Women's And Gender Studies,105.0,363.41,3.461,Spring 2019
Liberal Arts,YID,Yiddish,10.0,36.0,3.6,Spring 2019
Liberal Arts,YOR,Yoruba,10.0,37.67,3.767,Spring 2019
Natural Sciences,AST,Astronomy,1317.0,4015.7,3.0491,Spring 2019
Natural Sciences,BCH,Biochemistry,1412.0,4403.87,3.1189,Spring 2019
Natural Sciences,BIO,Biology,8596.0,25431.98,2.9586,Spring 2019
Natural Sciences,C S,Computer Science,5128.0,16340.35,3.1865,Spring 2019
Natural Sciences,CH,Chemistry,9525.0,28010.72,2.9408,Spring 2019
Natural Sciences,HDF,Human Development And Family Sciences,1366.0,4665.87,3.4157,Spring 2019
Natural Sciences,M,Mathematics,7479.0,20391.59,2.7265,Spring 2019
Natural Sciences,MNS,Marine Science,243.0,789.07,3.2472,Spring 2019
Natural Sciences,NEU,Neuroscience,617.0,1921.6100000000001,3.1144,Spring 2019
Natural Sciences,NSC,Natural Sciences,1064.0,3810.23,3.581,Spring 2019
Natural Sciences,NTR,Nutrition,1742.0,6268.24,3.5983,Spring 2019
Natural Sciences,P S,Physical Science,571.0,1992.05,3.4887,Spring 2019
Natural Sciences,PBH,Public Health,480.0,1537.43,3.203,Spring 2019
Natural Sciences,PHY,Physics,4955.0,14522.1,2.9308,Spring 2019
Natural Sciences,SDS,Statistics And Data Sciences,2430.0,7892.67,3.248,Spring 2019
Natural Sciences,TXA,Textiles And Apparel,799.0,2815.05,3.5232,Spring 2019
Natural Sciences,UTS,UTeach-Natural Sciences,88.0,332.31,3.7762,Spring 2019
Nursing,N,Nursing,1384.0,5012.01,3.6214,Spring 2019
Other,CSD,Communication Sciences And Disorders,1005.0,3443.91,3.4268,Spring 2019
Other,CSE,"Computational Science, Engineering, And Mathematics",47.0,158.68,3.3762,Spring 2019
Other,EER,Energy And Earth Resources,56.0,198.68,3.5479,Spring 2019
Other,ENM,Engineering Management,71.0,248.04,3.4935,Spring 2019
Other,GRG,Geography,1151.0,3395.02,2.9496,Spring 2019
Other,LAW,Law,3612.0,11509.88,3.1866,Spring 2019
Other,PGS,Pharmacy Graduate Studies,11.0,41.34,3.7582,Spring 2019
Other,STC,Science And Technology Commercialization,253.0,887.83,3.5092,Spring 2019
Other,WRT,Writing,12.0,40.0,3.3333,Spring 2019
Pharmacy,PHM,Pharmacy PharmD,1692.0,5808.09,3.4327,Spring 2019
Social Work,S W,Social Work,1136.0,4029.5,3.5471,Spring 2019
Undergraduate Studies,BDP,Bridging Disciplines,217.0,833.4,3.8406,Spring 2019
Undergraduate Studies,UGS,Undergraduate Studies,2221.0,7526.15,3.3886,Spring 2019
Architecture,ARC,Architecture,1729.0,5835.85,3.3753,Fall 2018
Architecture,ARI,Architectural Interior Design,161.0,541.77,3.365,Fall 2018
Architecture,CRP,Community And Regional Planning,234.0,802.88,3.4311,Fall 2018
Architecture,LAR,Landscape Architecture,65.0,232.73000000000002,3.5805,Fall 2018
Business,ACC,Accounting,5244.0,16753.56,3.1948,Fall 2018
Business,B A,Business Administration,3831.0,13268.56,3.4635,Fall 2018
Business,BGS,"Business, Government, And Society",554.0,1980.89,3.5756,Fall 2018
Business,FIN,Finance,3673.0,11531.78,3.1396,Fall 2018
Business,I B,International Business,310.0,1056.19,3.4071,Fall 2018
Business,LEB,Legal Environment Of Business,1663.0,5238.01,3.1497,Fall 2018
Business,MAN,Management,2811.0,9352.11,3.327,Fall 2018
Business,MIS,Management Information Systems,2787.0,8954.17,3.2128,Fall 2018
Business,MKT,Marketing,3142.0,10131.05,3.2244,Fall 2018
Business,O M,Operations Management,659.0,2186.53,3.318,Fall 2018
Business,R E,Real Estate,115.0,387.71999999999997,3.3715,Fall 2018
Business,R M,Risk Management,168.0,596.41,3.5501,Fall 2018
Business,STA,Statistics,1146.0,3451.18,3.0115,Fall 2018
Communication,ADV,Advertising,4669.0,15637.19,3.3492,Fall 2018
Communication,CLD,Communication And Leadership,219.0,753.5600000000001,3.4409,Fall 2018
Communication,CMS,Communication Studies,2823.0,9033.41,3.1999,Fall 2018
Communication,COM,Communication,139.0,478.74,3.4442,Fall 2018
Communication,J,Journalism,1450.0,5156.41,3.5561,Fall 2018
Communication,P R,Public Relations,834.0,2873.82,3.4458,Fall 2018
Communication,RTF,Radio-Television-Film,3073.0,9933.64,3.2326,Fall 2018
Education,ALD,Applied Learning And Development,667.0,2310.77,3.4644,Fall 2018
Education,EDC,Curriculum And Instruction,795.0,2909.84,3.6602,Fall 2018
Education,EDP,Educational Psychology,2392.0,8065.84,3.372,Fall 2018
Education,ELP,Educational Leadership And Policy,229.0,792.43,3.4604,Fall 2018
Education,HED,Health Education,440.0,1531.72,3.4812,Fall 2018
Education,KIN,Kinesiology,2034.0,6469.93,3.1809,Fall 2018
Education,PED,Physical Education,1769.0,6043.36,3.4163,Fall 2018
Education,SCI,Science,16.0,59.0,3.6875,Fall 2018
Education,SED,Special Education,458.0,1734.72,3.7876,Fall 2018
Engineering,ARE,Architectural Engineering,445.0,1543.46,3.4684,Fall 2018
Engineering,ASE,Aerospace Engineering,1541.0,4775.1,3.0987,Fall 2018
Engineering,BME,Biomedical Engineering,1289.0,4267.58,3.3108,Fall 2018
Engineering,C E,Civil Engineering,2135.0,6903.76,3.2336,Fall 2018
Engineering,CHE,Chemical Engineering,1593.0,5091.56,3.1962,Fall 2018
Engineering,COE,Computational Engineering,255.0,839.05,3.2904,Fall 2018
Engineering,E E,Electrical Engineering,4802.0,14447.7,3.0087,Fall 2018
Engineering,E M,Engineering Mechanics,819.0,2189.69,2.6736,Fall 2018
Engineering,E S,Engineering Studies,138.0,508.03000000000003,3.6814,Fall 2018
Engineering,EVE,Environmental Engineering,79.0,286.32,3.6243,Fall 2018
Engineering,G E,General Engineering,207.0,667.0,3.2222,Fall 2018
Engineering,M E,Mechanical Engineering,3737.0,12355.34,3.3062,Fall 2018
Engineering,ORI,Operations Research And Industrial Engineering,135.0,471.73,3.4943,Fall 2018
Engineering,PGE,Petroleum And Geosystems Engineering,1050.0,3352.26,3.1926,Fall 2018
Fine Arts,AET,Arts And Entertainment Technologies,1377.0,4456.66,3.2365,Fall 2018
Fine Arts,ARH,Art History,1379.0,4665.26,3.3831,Fall 2018
Fine Arts,ART,Studio Art,781.0,2811.62,3.6,Fall 2018
Fine Arts,DES,Design,312.0,1134.28,3.6355,Fall 2018
Fine Arts,ENS,Ensemble,552.0,2126.02,3.8515,Fall 2018
Fine Arts,F A,Fine Arts,156.0,543.01,3.4808,Fall 2018
Fine Arts,ITD,Integrated Design,264.0,906.54,3.4339,Fall 2018
Fine Arts,MUS,Music,2337.0,8030.43,3.4362,Fall 2018
Fine Arts,T D,Theatre And Dance,1669.0,5899.26,3.5346,Fall 2018
Fine Arts,VAS,Visual Art Studies,26.0,94.34,3.6285,Fall 2018
Geoscience,EVS,Environmental Science,37.0,123.67,3.3424,Fall 2018
Geoscience,GEO,Geological Sciences,1271.0,3802.78,2.992,Fall 2018
Information,IMS,Identity Management And Security,25.0,85.00999999999999,3.4004,Fall 2018
Information,INF,Information Studies,921.0,3186.41,3.4597,Fall 2018
LBJ Public Affairs,P A,Public Affairs,927.0,3182.9,3.4335,Fall 2018
Liberal Arts,AAS,Asian American Studies,89.0,282.37,3.1727,Fall 2018
Liberal Arts,AFR,African And African Diaspora Studies,607.0,1953.02,3.2175,Fall 2018
Liberal Arts,AFS,Air Force Science,35.0,128.69,3.6769,Fall 2018
Liberal Arts,AMS,American Studies,475.0,1483.8700000000001,3.1239,Fall 2018
Liberal Arts,ANS,Asian Studies,402.0,1263.79,3.1438,Fall 2018
Liberal Arts,ANT,Anthropology,2049.0,6348.49,3.0983,Fall 2018
Liberal Arts,ARA,Arabic,232.0,766.77,3.305,Fall 2018
Liberal Arts,ASL,American Sign Language,209.0,725.11,3.4694,Fall 2018
Liberal Arts,C C,Classical Civilization,2138.0,6405.25,2.9959,Fall 2018
Liberal Arts,CGS,Cognitive Science,5.0,19.0,3.8,Fall 2018
Liberal Arts,CHI,Chinese,271.0,887.11,3.2735,Fall 2018
Liberal Arts,CRW,Creative Writing,166.0,577.36,3.4781,Fall 2018
Liberal Arts,CTI,Core Texts And Ideas,242.0,802.73,3.3171,Fall 2018
Liberal Arts,DAN,Danish,16.0,52.68,3.2925,Fall 2018
Liberal Arts,DCH,Dutch,12.0,22.33,1.8608,Fall 2018
Liberal Arts,E,English,3976.0,12478.03,3.1383,Fall 2018
Liberal Arts,ECO,Economics,3908.0,10817.47,2.768,Fall 2018
Liberal Arts,EUS,European Studies,140.0,451.7,3.2264,Fall 2018
Liberal Arts,FR,French,916.0,2866.94,3.1298,Fall 2018
Liberal Arts,GER,German,313.0,1013.4,3.2377,Fall 2018
Liberal Arts,GK,Greek,56.0,190.67,3.4048,Fall 2018
Liberal Arts,GOV,Government,5932.0,17490.66,2.9485,Fall 2018
Liberal Arts,GSD,"German, Scandinavian, And Dutch Studies",14.0,43.01,3.0721,Fall 2018
Liberal Arts,H S,Health And Society,419.0,1305.88,3.1167,Fall 2018
Liberal Arts,HDO,Human Dimensions Of Organizations,242.0,876.45,3.6217,Fall 2018
Liberal Arts,HEB,Hebrew,45.0,163.03,3.6229,Fall 2018
Liberal Arts,HIN,Hindi,53.0,198.67000000000002,3.7485,Fall 2018
Liberal Arts,HIS,History,5097.0,15893.789999999999,3.1183,Fall 2018
Liberal Arts,ILA,Iberian And Latin American Languages And Cultures,6.0,23.34,3.89,Fall 2018
