College,Course Prefix,Department,Total Students,gpa_total,Average GPA,semester
Geoscience,EVS,Environmental Science,28.0,106.34,3.7979,Fall 2016
Geoscience,GEO,Geological Sciences,1512.0,4376.21,2.8943,Fall 2016
Information,IMS,Identity Management And Security,30.0,101.35,3.3783,Fall 2016
Information,INF,Information Studies,948.0,3177.41,3.3517,Fall 2016
LBJ Public Affairs,P A,Public Affairs,828.0,2804.08,3.3866,Fall 2016
Liberal Arts,AAS,Asian American Studies,100.0,332.04,3.3204,Fall 2016
Liberal Arts,AFR,African And African Diaspora Studies,584.0,1870.24,3.2025,Fall 2016
Liberal Arts,AFS,Air Force Science,34.0,119.0,3.5,Fall 2016
Liberal Arts,AMS,American Studies,442.0,1322.77,2.9927,Fall 2016
Liberal Arts,ANS,Asian Studies,395.0,1242.18,3.1448,Fall 2016
Liberal Arts,ANT,Anthropology,1952.0,5989.99,3.0686,Fall 2016
Liberal Arts,ARA,Arabic,244.0,815.08,3.3405,Fall 2016
Liberal Arts,ASL,American Sign Language,236.0,770.18,3.2635,Fall 2016
Liberal Arts,C C,Classical Civilization,2463.0,7262.79,2.9488,Fall 2016
Liberal Arts,C L,Comparative Literature,12.0,39.66,3.305,Fall 2016
Liberal Arts,CHI,Chinese,317.0,1045.43,3.2979,Fall 2016
Liberal Arts,CRW,Creative Writing,179.0,647.4399999999999,3.617,Fall 2016
Liberal Arts,CTI,Core Texts And Ideas,165.0,546.03,3.3093,Fall 2016
Liberal Arts,DAN,Danish,13.0,29.33,2.2562,Fall 2016
Liberal Arts,DCH,Dutch,12.0,39.34,3.2783,Fall 2016
Liberal Arts,E,English,4010.0,12498.39,3.1168,Fall 2016
Liberal Arts,ECO,Economics,4693.0,12782.49,2.7237,Fall 2016
Liberal Arts,EUS,European Studies,159.0,522.05,3.2833,Fall 2016
Liberal Arts,FR,French,883.0,2739.34,3.1023,Fall 2016
Liberal Arts,GER,German,411.0,1314.76,3.1989,Fall 2016
Liberal Arts,GK,Greek,66.0,197.71,2.9956,Fall 2016
Liberal Arts,GOV,Government,6250.0,17838.07,2.8541,Fall 2016
Liberal Arts,GSD,"German, Scandinavian, And Dutch Studies",13.0,42.69,3.2838,Fall 2016
Liberal Arts,H S,Health And Society,174.0,507.99,2.9195,Fall 2016
Liberal Arts,HDO,Human Dimensions Of Organizations,55.0,191.7,3.4855,Fall 2016
Liberal Arts,HEB,Hebrew,50.0,169.35,3.387,Fall 2016
Liberal Arts,HIN,Hindi,51.0,166.37,3.2622,Fall 2016
Liberal Arts,HIS,History,4265.0,13103.43,3.0723,Fall 2016
Liberal Arts,ILA,Iberian And Latin American Languages And Cultures,43.0,156.7,3.6442,Fall 2016
Liberal Arts,IRG,International Relations And Global Studies,387.0,1189.12,3.0727,Fall 2016
Liberal Arts,ISL,Islamic Studies,14.0,52.67,3.7621,Fall 2016
Liberal Arts,ITC,Italian Civilization,24.0,71.34,2.9725,Fall 2016
Liberal Arts,ITL,Italian,208.0,570.38,2.7422,Fall 2016
Liberal Arts,J S,Jewish Studies,25.0,88.01,3.5204,Fall 2016
Liberal Arts,JPN,Japanese,362.0,1187.69,3.2809,Fall 2016
Liberal Arts,KOR,Korean,160.0,616.69,3.8543,Fall 2016
Liberal Arts,L A,Liberal Arts,921.0,267.06,0.29,Fall 2016
Liberal Arts,LAH,Liberal Arts Honors,191.0,680.8,3.5644,Fall 2016
Liberal Arts,LAS,Latin American Studies,171.0,545.39,3.1894,Fall 2016
Liberal Arts,LAT,Latin,180.0,504.74,2.8041,Fall 2016
Liberal Arts,LIN,Linguistics,637.0,1884.2,2.9579,Fall 2016
Liberal Arts,M S,Military Science,92.0,306.68,3.3335,Fall 2016
Liberal Arts,MAL,Malayalam,20.0,79.0,3.95,Fall 2016
Liberal Arts,MAS,Mexican American Studies,243.0,776.83,3.1968,Fall 2016
Liberal Arts,MEL,Middle Eastern Languages And Cultures,25.0,89.69,3.5876,Fall 2016
Liberal Arts,MES,Middle Eastern Studies,171.0,604.7,3.5363,Fall 2016
Liberal Arts,N S,Naval Science,44.0,158.66,3.6059,Fall 2016
Liberal Arts,NOR,Norwegian,25.0,79.33,3.1732,Fall 2016
Liberal Arts,PHL,Philosophy,2192.0,6429.55,2.9332,Fall 2016
Liberal Arts,POR,Portuguese,80.0,272.7,3.4088,Fall 2016
Liberal Arts,PRC,Portuguese Civilization,32.0,101.69,3.1778,Fall 2016
Liberal Arts,PRS,Persian,29.0,100.68,3.4717,Fall 2016
Liberal Arts,PSY,Psychology,3926.0,11483.01,2.9249,Fall 2016
Liberal Arts,R S,Religious Studies,381.0,1299.79,3.4115,Fall 2016
Liberal Arts,REE,"Russian, East European, And Eurasian Studies",104.0,352.77,3.392,Fall 2016
Liberal Arts,RHE,Rhetoric And Writing,1321.0,4180.33,3.1645,Fall 2016
Liberal Arts,RUS,Russian,138.0,409.41,2.9667,Fall 2016
Liberal Arts,S S,Social Science,43.0,155.32999999999998,3.6123,Fall 2016
Liberal Arts,SAN,Sanskrit,11.0,38.67,3.5155,Fall 2016
Liberal Arts,SOC,Sociology,2940.0,8590.4,2.9219,Fall 2016
Liberal Arts,SPN,Spanish,1670.0,5124.55,3.0686,Fall 2016
Liberal Arts,SWE,Swedish,24.0,64.01,2.6671,Fall 2016
Liberal Arts,T C,Tutorial Course,221.0,800.09,3.6203,Fall 2016
Liberal Arts,TAM,Tamil,13.0,49.0,3.7692,Fall 2016
Liberal Arts,URB,Urban Studies,35.0,117.02,3.3434,Fall 2016
Liberal Arts,URD,Urdu,35.0,113.66,3.2474,Fall 2016
Liberal Arts,UTL,UTeach-Liberal Arts,90.0,342.35,3.8039,Fall 2016
Liberal Arts,WGS,Women's And Gender Studies,144.0,412.09000000000003,2.8617,Fall 2016
Natural Sciences,AST,Astronomy,1813.0,5302.7300000000005,2.9248,Fall 2016
Natural Sciences,BCH,Biochemistry,1340.0,4143.42,3.0921,Fall 2016
Natural Sciences,BIO,Biology,8947.0,25442.62,2.8437,Fall 2016
Natural Sciences,C S,Computer Science,4519.0,13380.09,2.9609,Fall 2016
Natural Sciences,CH,Chemistry,9717.0,27031.56,2.7819,Fall 2016
Natural Sciences,HDF,Human Development And Family Sciences,1468.0,4757.76,3.241,Fall 2016
Natural Sciences,M,Mathematics,10475.0,28154.89,2.6878,Fall 2016
Natural Sciences,MNS,Marine Science,255.0,765.76,3.003,Fall 2016
Natural Sciences,MOL,Molecular Biology,39.0,137.68,3.5303,Fall 2016
Natural Sciences,NEU,Neuroscience,515.0,1640.12,3.1847,Fall 2016
Natural Sciences,NSC,Natural Sciences,465.0,1562.8,3.3609,Fall 2016
Natural Sciences,NTR,Nutrition,1666.0,5464.83,3.2802,Fall 2016
Natural Sciences,P S,Physical Science,506.0,1737.83,3.4344,Fall 2016
Natural Sciences,PBH,Public Health,287.0,952.84,3.32,Fall 2016
Natural Sciences,PHY,Physics,4391.0,12539.98,2.8558,Fall 2016
Natural Sciences,SDS,Statistics And Data Sciences,2996.0,9160.04,3.0574,Fall 2016
Natural Sciences,TXA,Textiles And Apparel,807.0,2749.04,3.4065,Fall 2016
Natural Sciences,UTS,UTeach-Natural Sciences,113.0,415.99,3.6813,Fall 2016
Nursing,N,Nursing,1598.0,5724.0,3.582,Fall 2016
Other,CSD,Communication Sciences And Disorders,977.0,3401.1,3.4812,Fall 2016
Other,CSE,"Computational Science, Engineering, And Mathematics",92.0,305.04,3.3157,Fall 2016
Other,EDA,EDUCATIONAL ADMINISTRATION,190.0,694.39,3.6547,Fall 2016
Other,EER,Energy And Earth Resources,37.0,123.37,3.3343,Fall 2016
Other,ENM,Engineering Management,149.0,557.42,3.7411,Fall 2016
Other,GRG,Geography,1452.0,4072.76,2.8049,Fall 2016
Other,LAW,Law,2209.0,7328.93,3.3178,Fall 2016
Other,PGS,Pharmacy Graduate Studies,24.0,88.35,3.6812,Fall 2016
Other,STC,Science And Technology Commercialization,284.0,1043.03,3.6726,Fall 2016
Other,WRT,Writing,6.0,23.009999999999998,3.835,Fall 2016
Pharmacy,PHM,Pharmacy PharmD,1904.0,6530.67,3.43,Fall 2016
Social Work,S W,Social Work,1340.0,4859.09,3.6262,Fall 2016
Undergraduate Studies,BDP,Bridging Disciplines,72.0,246.67000000000002,3.426,Fall 2016
Undergraduate Studies,UGS,Undergraduate Studies,6920.0,24245.72,3.5037,Fall 2016
Architecture,ARC,Architecture,30.0,104.34,3.478,Summer 2016
Architecture,CRP,Community And Regional Planning,11.0,34.34,3.1218,Summer 2016
Architecture,LAR,Landscape Architecture,6.0,21.66,3.61,Summer 2016
Business,ACC,Accounting,622.0,1860.08,2.9905,Summer 2016
Business,B A,Business Administration,608.0,2179.28,3.5843,Summer 2016
Business,BGS,"Business, Government, And Society",68.0,233.71,3.4369,Summer 2016
Business,FIN,Finance,636.0,1933.49,3.0401,Summer 2016
Business,I B,International Business,42.0,143.34,3.4129,Summer 2016
Business,LEB,Legal Environment Of Business,343.0,1124.39,3.2781,Summer 2016
Business,MAN,Management,604.0,2030.83,3.3623,Summer 2016
Business,MIS,Management Information Systems,177.0,540.06,3.0512,Summer 2016
Business,MKT,Marketing,420.0,1395.78,3.3233,Summer 2016
Business,O M,Operations Management,88.0,299.98,3.4089,Summer 2016
Business,STA,Statistics,124.0,421.42,3.3985,Summer 2016
Communication,ADV,Advertising,307.0,964.05,3.1402,Summer 2016
Communication,CMS,Communication Studies,271.0,721.32,2.6617,Summer 2016
Communication,J,Journalism,104.0,369.03000000000003,3.5484,Summer 2016
Communication,P R,Public Relations,94.0,315.37,3.355,Summer 2016
Communication,RTF,Radio-Television-Film,171.0,531.09,3.1058,Summer 2016
Education,ALD,Applied Learning And Development,121.0,451.37,3.7303,Summer 2016
Education,EDC,Curriculum And Instruction,85.0,330.38,3.8868,Summer 2016
Education,EDP,Educational Psychology,293.0,974.99,3.3276,Summer 2016
Education,HED,Health Education,60.0,185.04,3.084,Summer 2016
Education,KIN,Kinesiology,191.0,576.6899999999999,3.0193,Summer 2016
Education,PED,Physical Education,49.0,155.01,3.1635,Summer 2016
Education,SED,Special Education,65.0,250.33,3.8512,Summer 2016
Engineering,ARE,Architectural Engineering,20.0,62.0,3.1,Summer 2016
Engineering,BME,Biomedical Engineering,68.0,250.71,3.6869,Summer 2016
Engineering,C E,Civil Engineering,52.0,148.34,2.8527,Summer 2016
Engineering,CHE,Chemical Engineering,67.0,221.01,3.2987,Summer 2016
Engineering,E E,Electrical Engineering,173.0,520.7,3.0098,Summer 2016
Engineering,E M,Engineering Mechanics,83.0,186.32999999999998,2.2449,Summer 2016
Engineering,M E,Mechanical Engineering,279.0,924.66,3.3142,Summer 2016
Fine Arts,AET,Arts And Entertainment Technologies,13.0,46.34,3.5646,Summer 2016
Fine Arts,ARH,Art History,37.0,141.67,3.8289,Summer 2016
Fine Arts,MUS,Music,99.0,348.71,3.5223,Summer 2016
Fine Arts,T D,Theatre And Dance,78.0,282.36,3.62,Summer 2016
Geoscience,GEO,Geological Sciences,154.0,482.76,3.1348,Summer 2016
Information,INF,Information Studies,109.0,342.69,3.1439,Summer 2016
LBJ Public Affairs,P A,Public Affairs,134.0,466.12,3.4785,Summer 2016
Liberal Arts,AFR,African And African Diaspora Studies,12.0,37.34,3.1117,Summer 2016
Liberal Arts,AMS,American Studies,12.0,32.67,2.7225,Summer 2016
Liberal Arts,ANT,Anthropology,155.0,477.03000000000003,3.0776,Summer 2016
Liberal Arts,ASL,American Sign Language,63.0,227.02,3.6035,Summer 2016
Liberal Arts,C C,Classical Civilization,169.0,526.01,3.1125,Summer 2016
Liberal Arts,CRW,Creative Writing,40.0,115.68,2.892,Summer 2016
Liberal Arts,E,English,532.0,1698.2,3.1921,Summer 2016
Liberal Arts,ECO,Economics,944.0,2553.97,2.7055,Summer 2016
Liberal Arts,F C,French Civilization,32.0,126.67,3.9584,Summer 2016
Liberal Arts,FR,French,105.0,315.65,3.0062,Summer 2016
Liberal Arts,GER,German,63.0,219.02,3.4765,Summer 2016
Liberal Arts,GK,Greek,46.0,104.66,2.2752,Summer 2016
Liberal Arts,GOV,Government,1170.0,3128.88,2.6743,Summer 2016
Liberal Arts,HDO,Human Dimensions Of Organizations,33.0,115.36,3.4958,Summer 2016
Liberal Arts,HIS,History,440.0,1289.08,2.9297,Summer 2016
Liberal Arts,IRG,International Relations And Global Studies,21.0,63.66,3.0314,Summer 2016
Liberal Arts,ITC,Italian Civilization,19.0,49.68,2.6147,Summer 2016
Liberal Arts,ITL,Italian,21.0,69.03,3.2871,Summer 2016
Liberal Arts,JPN,Japanese,43.0,149.66,3.4805,Summer 2016
Liberal Arts,KOR,Korean,10.0,35.67,3.567,Summer 2016
Liberal Arts,L A,Liberal Arts,17.0,60.34,3.5494,Summer 2016
Liberal Arts,LAS,Latin American Studies,15.0,49.66,3.3107,Summer 2016
Liberal Arts,MAS,Mexican American Studies,16.0,60.68,3.7925,Summer 2016
Liberal Arts,PHL,Philosophy,105.0,306.37,2.9178,Summer 2016
Liberal Arts,PSY,Psychology,445.0,1406.82,3.1614,Summer 2016
Liberal Arts,R S,Religious Studies,24.0,73.67,3.0696,Summer 2016
Liberal Arts,RHE,Rhetoric And Writing,168.0,537.73,3.2008,Summer 2016
Liberal Arts,SOC,Sociology,246.0,737.1,2.9963,Summer 2016
Liberal Arts,SPN,Spanish,291.0,890.14,3.0589,Summer 2016
Natural Sciences,BCH,Biochemistry,120.0,396.41,3.3034,Summer 2016
Natural Sciences,BIO,Biology,987.0,2751.6,2.7878,Summer 2016
Natural Sciences,C S,Computer Science,359.0,1032.46,2.8759,Summer 2016
Natural Sciences,CH,Chemistry,931.0,2540.68,2.729,Summer 2016
Natural Sciences,HDF,Human Development And Family Sciences,60.0,176.35999999999999,2.9393,Summer 2016
Natural Sciences,M,Mathematics,534.0,1367.44,2.5607,Summer 2016
Natural Sciences,NTR,Nutrition,100.0,326.03000000000003,3.2603,Summer 2016
Natural Sciences,P S,Physical Science,45.0,142.34,3.1631,Summer 2016
Natural Sciences,PHY,Physics,288.0,783.68,2.7211,Summer 2016
Natural Sciences,SDS,Statistics And Data Sciences,154.0,456.37,2.9634,Summer 2016
Natural Sciences,TXA,Textiles And Apparel,14.0,54.67,3.905,Summer 2016
Nursing,N,Nursing,248.0,900.0,3.629,Summer 2016
Other,CSD,Communication Sciences And Disorders,46.0,160.66,3.4926,Summer 2016
Other,GRG,Geography,61.0,180.97,2.9667,Summer 2016
Other,LAW,Law,16.0,52.67,3.2919,Summer 2016
Other,PGS,Pharmacy Graduate Studies,7.0,23.0,3.2857,Summer 2016
Other,PHR,Pharmacy,129.0,450.72,3.494,Summer 2016
Other,SAB,Study Abroad Exchange Progs,54.0,15.0,0.2778,Summer 2016
Other,STC,Science And Technology Commercialization,220.0,731.38,3.3245,Summer 2016
Social Work,S W,Social Work,254.0,921.47,3.6278,Summer 2016
Undergraduate Studies,UGS,Undergraduate Studies,190.0,679.41,3.5758,Summer 2016
Architecture,ARC,Architecture,1338.0,4448.52,3.3248,Spring 2016
Architecture,ARI,Architectural Interior Design,54.0,185.67,3.4383,Spring 2016
Architecture,CRP,Community And Regional Planning,262.0,911.45,3.4788,Spring 2016
Architecture,LAR,Landscape Architecture,84.0,292.39,3.4808,Spring 2016
Business,ACC,Accounting,4954.0,16070.4,3.2439,Spring 2016
Business,B A,Business Administration,2843.0,9977.93,3.5096,Spring 2016
Business,BGS,"Business, Government, And Society",321.0,1152.47,3.5902,Spring 2016
Business,FIN,Finance,4135.0,13373.83,3.2343,Spring 2016
Business,I B,International Business,367.0,1110.55,3.026,Spring 2016
Business,LEB,Legal Environment Of Business,1859.0,5927.09,3.1883,Spring 2016
Business,MAN,Management,3709.0,12429.07,3.3511,Spring 2016
Business,MIS,Management Information Systems,2328.0,7527.91,3.2336,Spring 2016
Business,MKT,Marketing,2414.0,7954.81,3.2953,Spring 2016
Business,O M,Operations Management,604.0,1919.09,3.1773,Spring 2016
Business,R E,Real Estate,242.0,855.96,3.537,Spring 2016
Business,R M,Risk Management,118.0,414.71,3.5145,Spring 2016
Business,STA,Statistics,1241.0,4023.2200000000003,3.2419,Spring 2016
Communication,ADV,Advertising,3617.0,11565.08,3.1974,Spring 2016
Communication,CMS,Communication Studies,2440.0,7086.48,2.9043,Spring 2016
Communication,COM,Communication,133.0,448.4,3.3714,Spring 2016
Communication,J,Journalism,846.0,2802.46,3.3126,Spring 2016
Communication,P R,Public Relations,788.0,2594.24,3.2922,Spring 2016
Communication,RTF,Radio-Television-Film,2318.0,7692.64,3.3187,Spring 2016
Education,ALD,Applied Learning And Development,1269.0,4622.3,3.6425,Spring 2016
Education,EDC,Curriculum And Instruction,896.0,3342.23,3.7302,Spring 2016
Education,EDP,Educational Psychology,2046.0,6649.72,3.2501,Spring 2016
Education,HED,Health Education,559.0,1869.8899999999999,3.3451,Spring 2016
Education,KIN,Kinesiology,1897.0,5938.33,3.1304,Spring 2016
Education,PED,Physical Education,2353.0,7873.46,3.3461,Spring 2016
Education,SED,Special Education,197.0,752.41,3.8193,Spring 2016
Education,STM,"Science, Technology, Engineering, And Mathematics Education",17.0,62.67,3.6865,Spring 2016
Engineering,ARE,Architectural Engineering,346.0,1216.46,3.5158,Spring 2016
Engineering,ASE,Aerospace Engineering,1338.0,4021.2599999999998,3.0054,Spring 2016
Engineering,BME,Biomedical Engineering,1039.0,3402.35,3.2746,Spring 2016
Engineering,C E,Civil Engineering,1489.0,4844.7,3.2537,Spring 2016
Engineering,CHE,Chemical Engineering,1613.0,5173.82,3.2076,Spring 2016
Engineering,E E,Electrical Engineering,3550.0,10708.55,3.0165,Spring 2016
Engineering,E M,Engineering Mechanics,809.0,2167.7200000000003,2.6795,Spring 2016
Engineering,E S,Engineering Studies,27.0,106.35,3.9389,Spring 2016
Engineering,G E,General Engineering,102.0,348.0,3.4118,Spring 2016
Engineering,M E,Mechanical Engineering,3944.0,12790.13,3.2429,Spring 2016
Engineering,ORI,Operations Research And Industrial Engineering,129.0,412.06,3.1943,Spring 2016
Engineering,PGE,Petroleum And Geosystems Engineering,1121.0,3592.96,3.2051,Spring 2016
Fine Arts,AET,Arts And Entertainment Technologies,235.0,819.01,3.4851,Spring 2016
Fine Arts,ARH,Art History,1291.0,4155.46,3.2188,Spring 2016
Fine Arts,ART,Studio Art,533.0,1874.26,3.5164,Spring 2016
Fine Arts,DES,Design,154.0,536.48,3.4836,Spring 2016
Fine Arts,ENS,Ensemble,481.0,1806.65,3.756,Spring 2016
Fine Arts,F A,Fine Arts,51.0,172.71,3.3865,Spring 2016
Fine Arts,MUS,Music,1632.0,5459.54,3.3453,Spring 2016
Fine Arts,T D,Theatre And Dance,2062.0,6869.7300000000005,3.3316,Spring 2016
Geoscience,EVS,Environmental Science,96.0,319.72,3.3304,Spring 2016
Geoscience,GEO,Geological Sciences,1296.0,3795.55,2.9287,Spring 2016
Information,INF,Information Studies,919.0,3039.08,3.3069,Spring 2016
LBJ Public Affairs,P A,Public Affairs,911.0,3186.25,3.4975,Spring 2016
Liberal Arts,AAS,Asian American Studies,50.0,159.36,3.1872,Spring 2016
Liberal Arts,AFR,African And African Diaspora Studies,606.0,1860.92,3.0708,Spring 2016
Liberal Arts,AFS,Air Force Science,35.0,116.0,3.3143,Spring 2016
Liberal Arts,AHC,Ancient History And Classical Civilization,17.0,42.01,2.4712,Spring 2016
Liberal Arts,AMS,American Studies,436.0,1273.84,2.9217,Spring 2016
Liberal Arts,ANS,Asian Studies,400.0,1256.51,3.1413,Spring 2016
Liberal Arts,ANT,Anthropology,1703.0,5156.29,3.0278,Spring 2016
Liberal Arts,ARA,Arabic,172.0,583.73,3.3938,Spring 2016
Liberal Arts,ASL,American Sign Language,164.0,553.13,3.3727,Spring 2016
Liberal Arts,C C,Classical Civilization,1642.0,4676.51,2.8481,Spring 2016
Liberal Arts,C L,Comparative Literature,26.0,78.03,3.0012,Spring 2016
Liberal Arts,CGS,Cognitive Science,28.0,68.01,2.4289,Spring 2016
Liberal Arts,CHI,Chinese,298.0,934.77,3.1368,Spring 2016
Liberal Arts,CRW,Creative Writing,144.0,505.0,3.5069,Spring 2016
Liberal Arts,CTI,Core Texts And Ideas,84.0,286.04,3.4052,Spring 2016
Liberal Arts,DAN,Danish,18.0,61.010000000000005,3.3894,Spring 2016
Liberal Arts,DCH,Dutch,10.0,27.009999999999998,2.701,Spring 2016
Liberal Arts,E,English,4076.0,12411.08,3.0449,Spring 2016
Liberal Arts,ECO,Economics,3674.0,9669.25,2.6318,Spring 2016
Liberal Arts,EUS,European Studies,107.0,341.4,3.1907,Spring 2016
Liberal Arts,FR,French,842.0,2547.21,3.0252,Spring 2016
Liberal Arts,GER,German,412.0,1347.52,3.2707,Spring 2016
Liberal Arts,GK,Greek,12.0,45.34,3.7783,Spring 2016
Liberal Arts,GOV,Government,6897.0,19892.01,2.8842,Spring 2016
Liberal Arts,GSD,"German, Scandinavian, And Dutch Studies",13.0,43.34,3.3338,Spring 2016
Liberal Arts,H S,Health And Society,91.0,259.33,2.8498,Spring 2016
Liberal Arts,HDO,Human Dimensions Of Organizations,48.0,163.35,3.4031,Spring 2016
Liberal Arts,HEB,Hebrew,25.0,85.01,3.4004,Spring 2016
Liberal Arts,HIN,Hindi,38.0,129.34,3.4037,Spring 2016
Liberal Arts,HIS,History,4464.0,13437.82,3.0103,Spring 2016
Liberal Arts,HMN,Humanities,18.0,70.35,3.9083,Spring 2016
Liberal Arts,ILA,Iberian And Latin American Languages And Cultures,22.0,84.03,3.8195,Spring 2016
Liberal Arts,IRG,International Relations And Global Studies,382.0,1228.55,3.2161,Spring 2016
Liberal Arts,ISL,Islamic Studies,17.0,59.0,3.4706,Spring 2016
Liberal Arts,ITC,Italian Civilization,11.0,37.68,3.4255,Spring 2016
Liberal Arts,ITL,Italian,193.0,550.41,2.8519,Spring 2016
Liberal Arts,JPN,Japanese,358.0,1159.1,3.2377,Spring 2016
Liberal Arts,KOR,Korean,102.0,388.69,3.8107,Spring 2016
Liberal Arts,L A,Liberal Arts,158.0,583.67,3.6941,Spring 2016
Liberal Arts,LAH,Liberal Arts Honors,237.0,814.8,3.438,Spring 2016
Liberal Arts,LAS,Latin American Studies,214.0,619.73,2.8959,Spring 2016
Liberal Arts,LAT,Latin,149.0,431.72,2.8974,Spring 2016
Liberal Arts,LIN,Linguistics,636.0,1889.25,2.9705,Spring 2016
Liberal Arts,M S,Military Science,59.0,225.67000000000002,3.8249,Spring 2016
Liberal Arts,MAS,Mexican American Studies,213.0,661.06,3.1036,Spring 2016
Liberal Arts,MEL,Middle Eastern Languages And Cultures,31.0,98.39,3.1739,Spring 2016
Liberal Arts,MES,Middle Eastern Studies,100.0,314.37,3.1437,Spring 2016
Liberal Arts,N S,Naval Science,60.0,230.69,3.8448,Spring 2016
Liberal Arts,NOR,Norwegian,22.0,69.99,3.1814,Spring 2016
Liberal Arts,PHL,Philosophy,1766.0,5326.22,3.016,Spring 2016
Liberal Arts,POR,Portuguese,88.0,267.33,3.0378,Spring 2016
Liberal Arts,PRC,Portuguese Civilization,21.0,66.67,3.1748,Spring 2016
Liberal Arts,PRS,Persian,24.0,85.34,3.5558,Spring 2016
Liberal Arts,PSY,Psychology,4264.0,12450.93,2.92,Spring 2016
Liberal Arts,R S,Religious Studies,354.0,1173.1,3.3138,Spring 2016
Liberal Arts,REE,"Russian, East European, And Eurasian Studies",128.0,425.73,3.326,Spring 2016
Liberal Arts,RHE,Rhetoric And Writing,1130.0,3717.85,3.2901,Spring 2016
Liberal Arts,RUS,Russian,101.0,351.04,3.4756,Spring 2016
Liberal Arts,S S,Social Science,40.0,151.36,3.784,Spring 2016
Liberal Arts,SAN,Sanskrit,5.0,18.67,3.734,Spring 2016
Liberal Arts,SOC,Sociology,2673.0,7649.24,2.8617,Spring 2016
Liberal Arts,SPN,Spanish,1791.0,5538.25,3.0923,Spring 2016
Liberal Arts,SWE,Swedish,14.0,48.33,3.4521,Spring 2016
Liberal Arts,T C,Tutorial Course,123.0,463.07,3.7648,Spring 2016
Liberal Arts,URB,Urban Studies,35.0,109.33,3.1237,Spring 2016
Liberal Arts,URD,Urdu,18.0,58.32,3.24,Spring 2016
Liberal Arts,UTL,UTeach-Liberal Arts,79.0,293.35,3.7133,Spring 2016
Liberal Arts,WGS,Women's And Gender Studies,170.0,552.0600000000001,3.2474,Spring 2016
Natural Sciences,ACF,Actuarial Foundations,86.0,187.03,2.1748,Spring 2016
Natural Sciences,AST,Astronomy,1775.0,4824.68,2.7181,Spring 2016
Natural Sciences,BCH,Biochemistry,1248.0,3746.22,3.0018,Spring 2016
Natural Sciences,BIO,Biology,8391.0,23978.2,2.8576,Spring 2016
Natural Sciences,C S,Computer Science,4362.0,12850.01,2.9459,Spring 2016
Natural Sciences,CH,Chemistry,8768.0,25506.28,2.909,Spring 2016
Natural Sciences,HDF,Human Development And Family Sciences,1602.0,5062.68,3.1602,Spring 2016
Natural Sciences,M,Mathematics,7960.0,20384.73,2.5609,Spring 2016
Natural Sciences,MNS,Marine Science,273.0,898.46,3.2911,Spring 2016
Natural Sciences,MOL,Molecular Biology,19.0,56.34,2.9653,Spring 2016
Natural Sciences,NEU,Neuroscience,549.0,1581.44,2.8806,Spring 2016
Natural Sciences,NSC,Natural Sciences,958.0,3377.76,3.5258,Spring 2016
Natural Sciences,NTR,Nutrition,1934.0,6246.25,3.2297,Spring 2016
Natural Sciences,P S,Physical Science,505.0,1682.47,3.3316,Spring 2016
Natural Sciences,PBH,Public Health,264.0,805.43,3.0509,Spring 2016
Natural Sciences,PHY,Physics,5356.0,15474.9,2.8893,Spring 2016
Natural Sciences,SDS,Statistics And Data Sciences,2695.0,8004.62,2.9702,Spring 2016
Natural Sciences,TXA,Textiles And Apparel,829.0,2889.81,3.4859,Spring 2016
Natural Sciences,UTS,UTeach-Natural Sciences,165.0,615.99,3.7333,Spring 2016
Nursing,N,Nursing,1409.0,5071.0,3.599,Spring 2016
Other,CSD,Communication Sciences And Disorders,902.0,3076.18,3.4104,Spring 2016
Other,CSE,"Computational Science, Engineering, And Mathematics",54.0,183.69,3.4017,Spring 2016
Other,EDA,EDUCATIONAL ADMINISTRATION,161.0,600.06,3.7271,Spring 2016
Other,EER,Energy And Earth Resources,46.0,151.36,3.2904,Spring 2016
Other,ENM,Engineering Management,162.0,583.61,3.6025,Spring 2016
Other,ESL,English As A Second Language,11.0,38.34,3.4855,Spring 2016
Other,GRG,Geography,1313.0,3522.54,2.6828,Spring 2016
Other,LAW,Law,3628.0,11583.09,3.1927,Spring 2016
Other,PGS,Pharmacy Graduate Studies,16.0,53.35,3.3344,Spring 2016
Other,PHR,Pharmacy,2213.0,7833.86,3.5399,Spring 2016
Other,STC,Science And Technology Commercialization,237.0,832.72,3.5136,Spring 2016
Social Work,S W,Social Work,1297.0,4550.02,3.5081,Spring 2016
Undergraduate Studies,BDP,Bridging Disciplines,257.0,955.72,3.7188,Spring 2016
Undergraduate Studies,UGS,Undergraduate Studies,2676.0,8953.39,3.3458,Spring 2016
Architecture,ARC,Architecture,1398.0,4701.93,3.3633,Fall 2015
Architecture,ARI,Architectural Interior Design,71.0,243.03,3.423,Fall 2015
Architecture,CRP,Community And Regional Planning,249.0,882.88,3.5457,Fall 2015
Architecture,LAR,Landscape Architecture,74.0,262.67,3.5496,Fall 2015
Business,ACC,Accounting,5442.0,17508.72,3.2173,Fall 2015
Business,B A,Business Administration,4092.0,14081.56,3.4412,Fall 2015
Business,BGS,"Business, Government, And Society",519.0,1829.57,3.5252,Fall 2015
Business,FIN,Finance,3763.0,12041.46,3.2,Fall 2015
Business,I B,International Business,323.0,976.04,3.0218,Fall 2015
Business,LEB,Legal Environment Of Business,1818.0,5826.39,3.2048,Fall 2015
