Event.Date,Shape,Location,State,Country,Source
3/29/16,Triangle ,Auburn ,NY ,USA ,NUFORC
3/29/16,Triangle ,Windham ,NH ,USA ,NUFORC
3/29/16,Triangle ,Aurora ,CO ,USA ,NUFORC
3/29/16,Triangle ,St. Paul ,MN ,USA ,NUFORC
3/26/16,Triangle ,El Paso ,TX ,USA ,NUFORC
3/26/16,Triangle ,Fort Collins ,CO ,USA ,NUFORC
3/25/16,Triangle ,Reseda ,CA ,USA ,NUFORC
3/25/16,Triangle ,Milwaukie ,OR ,USA ,NUFORC
3/25/16,Triangle ,Gouldsboro ,PA ,USA ,NUFORC
3/25/16,Triangle ,Jackson ,KY ,USA ,NUFORC
3/25/16,Triangle ,Lakewood ,NJ ,USA ,NUFORC
3/25/16,Triangle ,Albuquerque ,NM ,USA ,NUFORC
3/23/16,Triangle ,Eugene ,OR ,USA ,NUFORC
3/23/16,Triangle ,Fairbanks ,AK ,USA ,NUFORC
3/22/16,Triangle ,Poinciana ,FL ,USA ,NUFORC
3/19/16,Triangle ,Albany ,OR ,USA ,NUFORC
3/18/16,Triangle ,Lincoln ,NE ,USA ,NUFORC
3/18/16,Triangle ,Castro Valley ,CA ,USA ,NUFORC
3/18/16,Triangle ,Mesa ,AZ ,USA ,NUFORC
3/18/16,Triangle ,Canton ,MI ,USA ,NUFORC
3/17/16,Triangle ,Castro Valley ,CA ,USA ,NUFORC
3/17/16,Triangle ,Pueblo ,CO ,USA ,NUFORC
3/16/16,Triangle ,Santa Fe ,NM ,USA ,NUFORC
3/15/16,Triangle ,Plymouth Meeting ,PA ,USA ,NUFORC
3/15/16,Triangle ,Wichita Falls ,TX ,USA ,NUFORC
3/15/16,Triangle ,Myrtle Beach ,SC ,USA ,NUFORC
3/15/16,Triangle ,Myrtle Beach ,SC ,USA ,NUFORC
3/12/16,Triangle ,Deltona ,FL ,USA ,NUFORC
3/11/16,Triangle ,McHenrry ,IL ,USA ,NUFORC
3/11/16,Triangle ,Kokomo ,IN ,USA ,NUFORC
3/11/16,Triangle ,Dillingham ,AK ,USA ,NUFORC
3/9/16,Triangle ,East Longmeadow ,MA ,USA ,NUFORC
3/9/16,Triangle ,Silver Spring ,MD ,USA ,NUFORC
3/8/16,Triangle ,Van Buren ,AR ,USA ,NUFORC
3/8/16,Triangle ,Bel Air ,MD ,USA ,NUFORC
3/7/16,Triangle ,Lamberton ,MN ,USA ,NUFORC
3/7/16,Triangle ,Burke ,VA ,USA ,NUFORC
3/6/16,Triangle ,St. George ,UT ,USA ,NUFORC
3/6/16,Triangle ,Lamberton ,MN ,USA ,NUFORC
3/4/16,Triangle ,Novi ,MI ,USA ,NUFORC
3/3/16,Triangle ,Columbus ,OH ,USA ,NUFORC
3/2/16,Triangle ,Jacksonville ,OH ,USA ,NUFORC
3/1/16,Triangle ,Ocala ,FL ,USA ,NUFORC
3/1/16,Triangle ,Glendale ,AZ ,USA ,NUFORC
2/29/16,Triangle ,Sebastian ,FL ,USA ,NUFORC
2/29/16,Triangle ,Salunga/Landisville area right by highway 283 ,PA ,USA ,NUFORC
2/29/16,Triangle ,York ,PA ,USA ,NUFORC
2/29/16,Triangle ,Chandler ,AZ ,USA ,NUFORC
2/28/16,Triangle ,Marshfield ,MO ,USA ,NUFORC
2/28/16,Triangle ,Centreville ,VA ,USA ,NUFORC
2/28/16,Triangle ,Rosiclare ,IL ,USA ,NUFORC
2/28/16,Triangle ,Pittstown ,NJ ,USA ,NUFORC
2/28/16,Triangle ,Levene ,AZ ,USA ,NUFORC
2/27/16,Triangle ,Erlanger ,KY ,USA ,NUFORC
2/26/16,Triangle ,Poland ,ME ,USA ,NUFORC
2/26/16,Triangle ,Houston ,TX ,USA ,NUFORC
2/26/16,Triangle ,Lower Mount Bethel ,PA ,USA ,NUFORC
2/25/16,Triangle ,Johnson Creek (on outskirts of; on Hwy 94 east) ,WI ,USA ,NUFORC
2/22/16,Triangle ,Wilkeson ,WA ,USA ,NUFORC
2/20/16,Triangle ,Mesa ,AZ ,USA ,NUFORC
2/19/16,Triangle ,Gainesville ,MO ,USA ,NUFORC
2/18/16,Triangle ,New Hampton ,NH ,USA ,NUFORC
2/17/16,Triangle ,Cape Coral ,FL ,USA ,NUFORC
2/17/16,Triangle ,Miami (Suburbs) ,FL ,USA ,NUFORC
2/17/16,Triangle ,Portage ,IN ,USA ,NUFORC
2/15/16,Triangle ,Tunkhannock ,PA ,USA ,NUFORC
2/15/16,Triangle ,Virginia Beach ,VA ,USA ,NUFORC
2/15/16,Triangle ,East Aurora ,NY ,USA ,NUFORC
2/14/16,Triangle ,Hayward ,CA ,USA ,NUFORC
2/13/16,Triangle ,Port Hueneme ,CA ,USA ,NUFORC
2/13/16,Triangle ,Erie ,CO ,USA ,NUFORC
2/13/16,Triangle ,Greensboro ,NC ,USA ,NUFORC
2/13/16,Triangle ,Morrisville ,PA ,USA ,NUFORC
2/13/16,Triangle ,Monticello ,MN ,USA ,NUFORC
2/11/16,Triangle ,Temecula ,CA ,USA ,NUFORC
2/10/16,Triangle ,Radford ,VA ,USA ,NUFORC
2/10/16,Triangle ,Ione ,OR ,USA ,NUFORC
2/10/16,Triangle ,Ashland ,OR ,USA ,NUFORC
2/9/16,Triangle ,Perris ,CA ,USA ,NUFORC
2/9/16,Triangle ,Lancaster ,SC ,USA ,NUFORC
2/8/16,Triangle ,Santa Cruz ,CA ,USA ,NUFORC
2/8/16,Triangle ,Mill Creek ,WA ,USA ,NUFORC
2/8/16,Triangle ,"Washington, D.C. & Baltimore (between; on I-295) ",MD ,USA ,NUFORC
2/7/16,Triangle ,Antelope ,CA ,USA ,NUFORC
2/7/16,Triangle ,Los Ranchos de Albuquerque ,NM ,USA ,NUFORC
2/6/16,Triangle ,Temecula ,CA ,USA ,NUFORC
2/5/16,Triangle ,Seattle ,WA ,USA ,NUFORC
2/5/16,Triangle ,Milwaukee ,WI ,USA ,NUFORC
2/2/16,Triangle ,Baltimore ,MD ,USA ,NUFORC
2/2/16,Triangle ,Boise ,ID ,USA ,NUFORC
1/31/16,Triangle ,Stanton ,TX ,USA ,NUFORC
1/31/16,Triangle ,Baltimore ,MD ,USA ,NUFORC
1/31/16,Triangle ,Carmel ,ME ,USA ,NUFORC
1/29/16,Triangle ,Pontiac ,MI ,USA ,NUFORC
1/29/16,Triangle ,Baltimore (West Hampden) ,MD ,USA ,NUFORC
1/28/16,Triangle ,Knoxville ,TN ,USA ,NUFORC
1/27/16,Triangle ,Arden ,NC ,USA ,NUFORC
1/23/16,Triangle ,Azusa ,CA ,USA ,NUFORC
1/23/16,Triangle ,Stafford ,VA ,USA ,NUFORC
1/23/16,Triangle ,Orting ,WA ,USA ,NUFORC
1/21/16,Triangle ,Durham ,NC ,USA ,NUFORC
1/17/16,Triangle ,San Francisco ,CA ,USA ,NUFORC
1/17/16,Triangle ,Accord ,NY ,USA ,NUFORC
1/14/16,Triangle ,Marion ,IN ,USA ,NUFORC
1/14/16,Triangle ,I-495 North (driving on) ,MD ,USA ,NUFORC
1/12/16,Triangle ,Columbus ,OH ,USA ,NUFORC
1/12/16,Triangle ,Columbia ,MS ,USA ,NUFORC
1/11/16,Triangle ,Gilbert ,AZ ,USA ,NUFORC
1/11/16,Triangle ,Ivanhoe ,NC ,USA ,NUFORC
1/11/16,Triangle ,Kingsburg ,CA ,USA ,NUFORC
1/11/16,Triangle ,St. Louis ,MO ,USA ,NUFORC
1/11/16,Triangle ,Dixmont ,ME ,USA ,NUFORC
1/9/16,Triangle ,Rockville ,VA ,USA ,NUFORC
1/6/16,Triangle ,Jenkins ,KY ,USA ,NUFORC
1/6/16,Triangle ,Albuquerque ,NM ,USA ,NUFORC
1/6/16,Triangle ,Vassar ,MI ,USA ,NUFORC
1/6/16,Triangle ,Sarasota ,FL ,USA ,NUFORC
1/5/16,Triangle ,Las Vegas ,NV ,USA ,NUFORC
1/5/16,Triangle ,Oxford ,AL ,USA ,NUFORC
1/4/16,Triangle ,San Diego ,CA ,USA ,NUFORC
1/4/16,Triangle ,New Blaine ,AR ,USA ,NUFORC
1/4/16,Triangle ,Kennewick ,WA ,USA ,NUFORC
1/3/16,Triangle ,Woodbury ,MN ,USA ,NUFORC
1/2/16,Triangle ,Gallatin ,TN ,USA ,NUFORC
1/2/16,Triangle ,Norwich ,CT ,USA ,NUFORC
1/2/16,Triangle ,Pound Ridge ,NY ,USA ,NUFORC
1/1/16,Triangle ,Aptos ,CA ,USA ,NUFORC
1/1/16,Triangle ,Pinson ,AL ,USA ,MUFON
1/1/16,Triangle ,Thermopolis ,WY ,USA ,NUFORC
1/1/16,Triangle ,Matthews ,NC ,USA ,NUFORC
1/1/16,Triangle ,Arnold ,MO ,USA ,NUFORC
12/31/15,Triangle ,Sequim ,WA ,USA ,NUFORC
12/28/15,Triangle ,Glendale (La Crecenta) ,CA ,USA ,NUFORC
12/28/15,Triangle ,Owensboro ,KY ,USA ,NUFORC
12/27/15,Triangle ,Londonderry ,NH ,USA ,NUFORC
12/26/15,Triangle ,Campobello ,SC ,USA ,NUFORC
12/25/15,Triangle ,Palm Beach Gardens ,FL ,USA ,NUFORC
12/24/15,Triangle ,Revere ,MA ,USA ,NUFORC
12/24/15,Triangle ,Wind Lake ,WI ,USA ,NUFORC
12/24/15,Triangle ,Gainesville ,FL ,USA ,NUFORC
12/24/15,Triangle ,Tomahawk ,WV ,USA ,NUFORC
12/21/15,Triangle ,Dunedin ,FL ,USA ,NUFORC
12/20/15,Triangle ,Middleboro ,MA ,USA ,NUFORC
12/20/15,Triangle ,Berwyn ,IL ,USA ,NUFORC
12/19/15,Triangle ,McComb ,OH ,USA ,NUFORC
12/19/15,Triangle ,Ponte Vedra ,FL ,USA ,NUFORC
12/17/15,Triangle ,Pope ,MS ,USA ,NUFORC
12/17/15,Triangle ,Arabi ,GA ,USA ,NUFORC
12/15/15,Triangle ,Bellingham ,WA ,USA ,NUFORC
12/10/15,Triangle ,Bluff City ,TN ,USA ,NUFORC
12/5/15,Triangle ,Thornton ,KY ,USA ,NUFORC
12/1/15,Triangle ,Leesville ,SC ,USA ,NUFORC
11/20/15,Triangle ,rockford ,IL ,USA ,NUFORC
11/6/15,Triangle ,Rancho Cucamonga ,CA ,USA ,NUFORC
10/10/15,Triangle ,Kettering ,OH ,USA ,NUFORC
10/9/15,Triangle ,Exeter ,NH ,USA ,NUFORC
8/15/15,Triangle ,Valley Center ,KS ,USA ,NUFORC
7/5/15,Triangle ,Columbus ,OH ,USA ,NUFORC
7/4/15,Triangle ,Hickory ,NC ,USA ,NUFORC
7/4/15,Triangle ,East Los Angeles ,CA ,USA ,NUFORC
7/4/15,Triangle ,Louisville ,KY ,USA ,NUFORC
7/4/15,Triangle ,Hudson ,WI ,USA ,NUFORC
7/4/15,Triangle ,Wisconsin Dells ,WI ,USA ,NUFORC
7/4/15,Triangle ,Littleton ,CO ,USA ,NUFORC
7/4/15,Triangle ,Bethlehem ,PA ,USA ,NUFORC
7/4/15,Triangle ,Highlands Ranch ,CO ,USA ,NUFORC
3/16/15,Triangle ,Centerville ,UT ,USA ,NUFORC
1/18/15,Triangle ,Laurel ,MT ,USA ,NUFORC
1/11/15,Triangle ,North Myrtle Beach ,SC ,USA ,NUFORC
10/27/14,Triangle ,Houston ,TX ,USA ,NUFORC
9/19/14,Triangle ,Rutland ,MA ,USA ,NUFORC
8/29/14,Triangle ,Pocatello ,ID ,USA ,NUFORC
5/17/14,Triangle ,Duncan ,OK ,USA ,NUFORC
1/3/14,Triangle ,Jacksonville ,FL ,USA ,NUFORC
8/23/13,Triangle ,Hollister ,CA ,USA ,NUFORC
12/31/12,Triangle ,Moline ,IL ,USA ,NUFORC
6/15/12,Triangle ,Evansdale ,IA ,USA ,NUFORC
10/1/11,Triangle ,Union ,WV ,USA ,MUFON
9/13/10,Triangle ,Hoffman ,NC ,USA ,NUFORC
7/14/10,Triangle ,Valentine ,NE ,USA ,NUFORC
1/1/10,Triangle ,Rogers ,AR ,USA ,NUFORC
7/5/09,Triangle ,Kempton ,PA ,USA ,NUFORC
10/29/08,Triangle ,Las Vegas (north of; on Hwy. 95) ,NV ,USA ,NUFORC
4/20/08,Triangle ,Dublin ,OH ,USA ,NUFORC
10/15/06,Triangle ,Mettawa ,IL ,USA ,NUFORC
7/14/05,Triangle ,Baraboo ,WI ,USA ,NUFORC
1/1/05,Triangle ,Croswell ,MI ,USA ,NUFORC
11/15/04,Triangle ,Ft. Sill ,OK ,USA ,NUFORC
8/12/00,Triangle ,Fresno ,CA ,USA ,NUFORC
4/18/00,Triangle ,Aztec (northwest of) ,NM ,USA ,NUFORC
6/10/98,Triangle ,Mechanicsville ,IA ,USA ,NUFORC
8/15/97,Triangle ,Grand Bay ,AL ,USA ,NUFORC
2/13/92,Triangle ,Peoria ,AZ ,USA ,NUFORC
2/2/90,Triangle ,Lake Wataree ,SC ,USA ,NUFORC
4/18/89,Triangle ,Aurora ,CO ,USA ,NUFORC
6/25/85,Triangle ,Plant City ,FL ,USA ,NUFORC
6/30/78,Triangle ,New Washington ,OH ,USA ,NUFORC
12/15/77,Triangle ,Milpitas (Morgan Hill?) ,CA ,USA ,NUFORC
10/15/74,Triangle ,Big Sandy ,TX ,USA ,NUFORC
6/1/64,Triangle ,Houston ,TX ,USA ,NUFORC
7/3/16,Triangle ,Srinagar ,,India ,NUFORC
6/22/16,Triangle ,Chajar? Entre R?os ,,Argentina ,NUFORC
5/12/16,Triangle ,Shanghai ,,China ,NUFORC
5/1/16,Triangle ,Camrose ,AB ,Canada ,NUFORC
4/17/16,Triangle ,Calgary ,AB ,Canada ,NUFORC
4/2/16,Triangle ,Helsinki ,,Finland ,NUFORC
3/26/16,Triangle ,Wigan ,,England/UK ,NUFORC
3/15/16,Triangle ,Adelaide ,,Australia ,NUFORC
3/4/16,Triangle ,Brisbane (Australia) ,,Australia ,NUFORC
2/29/16,Triangle ,London (Buckinghamshire) ,,England/UK ,NUFORC
2/26/16,Triangle ,Daimus ,,Spain ,NUFORC
2/14/16,Triangle ,Hull (East Yorkshire) ,,England/UK ,NUFORC
1/21/16,Triangle ,Port Adelaide ,,South Australia ,NUFORC
12/31/15,Triangle ,Southwest UK ,,England/UK ,NUFORC
12/27/15,Triangle ,Ottawa ,ON ,Canada ,NUFORC
12/24/15,Triangle ,Kemptville ,ON ,Canada ,NUFORC
8/15/11,Triangle ,Keynsham (Bristol) ,,England/UK ,NUFORC
6/9/00,Triangle ,Regina (Canada) ,SK ,Canada ,NUFORC
1/1/97,Triangle ,Monchengladbach ,,England/UK ,NUFORC
1/1/97,Triangle ,Monchengladbach ,,Germany ,NUFORC
7/21/16,Unknown ,South Kingstown ,RI ,USA ,NUFORC
7/21/16,Unknown ,Richland ,WA ,USA ,NUFORC
7/19/16,Unknown ,Daytona Beach ,FL ,USA ,NUFORC
7/17/16,Unknown ,Ansonia ,CT ,USA ,NUFORC
7/17/16,Unknown ,Quartzsite ,AZ ,USA ,NUFORC
7/16/16,Unknown ,Concord ,NH ,USA ,NUFORC
7/14/16,Unknown ,Cedar Falls ,IA ,USA ,NUFORC
7/10/16,Unknown ,Boise ,ID ,USA ,NUFORC
7/10/16,Unknown ,Los Banos ,CA ,USA ,NUFORC
7/10/16,Unknown ,Bowie ,MD ,USA ,NUFORC
7/9/16,Unknown ,Amboy ,WA ,USA ,NUFORC
7/7/16,Unknown ,Austin ,TX ,USA ,NUFORC
7/7/16,Unknown ,Helena ,MT ,USA ,NUFORC
7/7/16,Unknown ,Alameda ,CA ,USA ,NUFORC
7/6/16,Unknown ,Palermo ,ME ,USA ,NUFORC
7/4/16,Unknown ,Detour Village ,MI ,USA ,NUFORC
7/4/16,Unknown ,Bellevue ,WA ,USA ,NUFORC
7/4/16,Unknown ,State College ,PA ,USA ,NUFORC
7/4/16,Unknown ,Colorado Springs ,CO ,USA ,NUFORC
7/4/16,Unknown ,Summersville ,WV ,USA ,NUFORC
7/4/16,Unknown ,Sarcoxie ,MO ,USA ,NUFORC
7/3/16,Unknown ,Riverside ,CA ,USA ,NUFORC
7/3/16,Unknown ,Tanner ,AL ,USA ,NUFORC
7/3/16,Unknown ,Atlanta ,ID ,USA ,NUFORC
7/3/16,Unknown ,Rootstown ,OH ,USA ,NUFORC
7/1/16,Unknown ,Escondido ,CA ,USA ,NUFORC
7/1/16,Unknown ,White Center ,WA ,USA ,NUFORC
6/30/16,Unknown ,Rancho Cucamonga ,CA ,USA ,NUFORC
6/29/16,Unknown ,Siloam Springs ,AR ,USA ,NUFORC
6/27/16,Unknown ,Live Oak ,FL ,USA ,NUFORC
6/23/16,Unknown ,Centennial ,CO ,USA ,NUFORC
6/21/16,Unknown ,Nashville ,TN ,USA ,NUFORC
6/19/16,Unknown ,Avon ,NC ,USA ,NUFORC
6/19/16,Unknown ,Pike Creek ,DE ,USA ,NUFORC
6/18/16,Unknown ,Garden Grove ,CA ,USA ,NUFORC
6/18/16,Unknown ,Canton ,NY ,USA ,NUFORC
6/18/16,Unknown ,Ridgeway ,CO ,USA ,NUFORC
6/14/16,Unknown ,Brunswick ,ME ,USA ,NUFORC
6/13/16,Unknown ,Creston ,MT ,USA ,NUFORC
6/13/16,Unknown ,South Bend ,IN ,USA ,NUFORC
6/11/16,Unknown ,Laguna Beach ,CA ,USA ,NUFORC
6/11/16,Unknown ,Peoria ,AZ ,USA ,NUFORC
6/11/16,Unknown ,Cambridge ,MA ,USA ,NUFORC
6/11/16,Unknown ,Cedar Rapids ,IA ,USA ,NUFORC
6/10/16,Unknown ,Lancaster ,SC ,USA ,NUFORC
6/10/16,Unknown ,Ormond Beach ,FL ,USA ,NUFORC
6/10/16,Unknown ,Seattle ,WA ,USA ,NUFORC
6/4/16,Unknown ,Joshua Tree ,CA ,USA ,NUFORC
6/4/16,Unknown ,Crooks ,SD ,USA ,NUFORC
6/4/16,Unknown ,Boise ,ID ,USA ,NUFORC
6/3/16,Unknown ,Norwalk ,CA ,USA ,NUFORC
6/2/16,Unknown ,Phoenix ,AZ ,USA ,NUFORC
6/2/16,Unknown ,Kingman ,AZ ,USA ,NUFORC
6/2/16,Unknown ,Phoenix ,AZ ,USA ,NUFORC
6/1/16,Unknown ,Harrington ,DE ,USA ,NUFORC
5/31/16,Unknown ,North Berwick ,ME ,USA ,NUFORC
5/28/16,Unknown ,Brookksville ,FL ,USA ,NUFORC
5/27/16,Unknown ,Eastpointe ,MI ,USA ,NUFORC
5/25/16,Unknown ,Los Angeles (Del Mar Beach) ,CA ,USA ,NUFORC
5/24/16,Unknown ,Wyoming ,MN ,USA ,NUFORC
5/22/16,Unknown ,Rosholt ,WI ,USA ,NUFORC
5/19/16,Unknown ,Shrewsbury ,MA ,USA ,NUFORC
5/19/16,Unknown ,Las Cruces ,NM ,USA ,NUFORC
5/16/16,Unknown ,Noblesville ,IN ,USA ,NUFORC
5/15/16,Unknown ,Robins ,IA ,USA ,NUFORC
5/15/16,Unknown ,Summerville ,SC ,USA ,NUFORC
5/15/16,Unknown ,Willard ,NY ,USA ,NUFORC
5/15/16,Unknown ,Haltom City ,TX ,USA ,NUFORC
5/14/16,Unknown ,Indianapolis ,IN ,USA ,NUFORC
5/14/16,Unknown ,Albuquerque ,NM ,USA ,NUFORC
5/12/16,Unknown ,Sarasota ,FL ,USA ,NUFORC
5/11/16,Unknown ,Payson ,AZ ,USA ,NUFORC
5/10/16,Unknown ,West Palm Beach ,FL ,USA ,NUFORC
5/9/16,Unknown ,Slidell ,LA ,USA ,NUFORC
5/9/16,Unknown ,Montreal ,MO ,USA ,NUFORC
5/8/16,Unknown ,Goose Creek ,SC ,USA ,NUFORC
5/8/16,Unknown ,Kenner ,LA ,USA ,NUFORC
5/7/16,Unknown ,Wichita ,KS ,USA ,NUFORC
5/7/16,Unknown ,Clearwater ,FL ,USA ,NUFORC
5/7/16,Unknown ,Telluride ,CO ,USA ,NUFORC
5/7/16,Unknown ,Oviedo ,FL ,USA ,NUFORC
5/3/16,Unknown ,Scanlon ,MN ,USA ,NUFORC
5/2/16,Unknown ,Colorado Springs ,CO ,USA ,NUFORC
5/1/16,Unknown ,Montreal ,MO ,USA ,NUFORC
5/1/16,Unknown ,Ponce Inlet ,FL ,USA ,NUFORC
4/30/16,Unknown ,Stamford ,CT ,USA ,NUFORC
4/28/16,Unknown ,Galt ,CA ,USA ,NUFORC
4/27/16,Unknown ,South Kingstown ,RI ,USA ,NUFORC
4/23/16,Unknown ,Bonita Springs ,FL ,USA ,NUFORC
4/20/16,Unknown ,Terre Haute ,IN ,USA ,NUFORC
4/19/16,Unknown ,Millville ,NJ ,USA ,NUFORC
4/19/16,Unknown ,Rock Island ,IL ,USA ,NUFORC
4/19/16,Unknown ,Elmhurst ,IL ,USA ,NUFORC
4/18/16,Unknown ,Goodlettsville ,TN ,USA ,NUFORC
4/17/16,Unknown ,Middleburg ,FL ,USA ,NUFORC
4/16/16,Unknown ,Wethersfield ,CT ,USA ,NUFORC
4/13/16,Unknown ,Albuquerque ,NM ,USA ,NUFORC
4/12/16,Unknown ,Mount Holly ,NJ ,USA ,NUFORC
4/11/16,Unknown ,Grand Marais ,MN ,USA ,NUFORC
4/9/16,Unknown ,Moab ,UT ,USA ,NUFORC
4/9/16,Unknown ,Redlands ,CA ,USA ,NUFORC
4/9/16,Unknown ,Lamberton ,MN ,USA ,NUFORC
4/8/16,Unknown ,Brawley ,CA ,USA ,NUFORC
4/7/16,Unknown ,Millville ,NJ ,USA ,NUFORC
4/5/16,Unknown ,Oconomowoc ,WI ,USA ,NUFORC
4/3/16,Unknown ,Port Orange ,FL ,USA ,NUFORC
4/3/16,Unknown ,Wickieup ,AZ ,USA ,NUFORC
4/2/16,Unknown ,Portland ,OR ,USA ,NUFORC
4/2/16,Unknown ,St. Louis ,MO ,USA ,NUFORC
4/2/16,Unknown ,Hudson ,MI ,USA ,NUFORC
4/2/16,Unknown ,San Diego ,CA ,USA ,NUFORC
4/1/16,Unknown ,Portland ,OR ,USA ,NUFORC
4/1/16,Unknown ,Portland ,OR ,USA ,NUFORC
3/29/16,Unknown ,Morro Bay ,CA ,USA ,NUFORC
3/28/16,Unknown ,Elyria ,OH ,USA ,NUFORC
3/26/16,Unknown ,Chesterville ,ME ,USA ,NUFORC
3/20/16,Unknown ,Lagrange ,NY ,USA ,NUFORC
3/20/16,Unknown ,Minneapolis ,MN ,USA ,NUFORC
3/16/16,Unknown ,Murfreesboro ,TN ,USA ,NUFORC
3/11/16,Unknown ,Columbia ,MD ,USA ,NUFORC
3/11/16,Unknown ,Roy ,UT ,USA ,NUFORC
3/10/16,Unknown ,Pensacola ,FL ,USA ,NUFORC
3/9/16,Unknown ,Long Prairie ,MN ,USA ,NUFORC
3/9/16,Unknown ,Marysville ,WA ,USA ,NUFORC
3/9/16,Unknown ,New Hampton ,NH ,USA ,NUFORC
3/9/16,Unknown ,Broomfield ,CO ,USA ,NUFORC
3/8/16,Unknown ,Brooksville ,FL ,USA ,NUFORC
3/8/16,Unknown ,Lewiston ,ID ,USA ,NUFORC
3/8/16,Unknown ,West Chester ,PA ,USA ,NUFORC
3/7/16,Unknown ,Roseville ,CA ,USA ,NUFORC
3/6/16,Unknown ,Wilmington ,NC ,USA ,NUFORC
3/3/16,Unknown ,Dodge City ,KS ,USA ,NUFORC
2/29/16,Unknown ,Joliet ,IL ,USA ,NUFORC
2/29/16,Unknown ,Clinton ,MO ,USA ,NUFORC
2/29/16,Unknown ,Cherryville ,NC ,USA ,NUFORC
2/28/16,Unknown ,Lapeer ,MI ,USA ,NUFORC
2/28/16,Unknown ,Chula Vista ,CA ,USA ,NUFORC
2/24/16,Unknown ,El Dorado ,KS ,USA ,NUFORC
2/22/16,Unknown ,Milford ,NH ,USA ,NUFORC
2/20/16,Unknown ,Lordstown ,OH ,USA ,NUFORC
2/20/16,Unknown ,Saint Francis ,KS ,USA ,NUFORC
2/17/16,Unknown ,Rocky Ford ,CO ,USA ,NUFORC
2/16/16,Unknown ,Rapid City ,SD ,USA ,NUFORC
2/14/16,Unknown ,Fairfield ,CT ,USA ,NUFORC
2/11/16,Unknown ,Odenton ,MD ,USA ,NUFORC
2/5/16,Unknown ,Cooleemee ,NC ,USA ,NUFORC
2/5/16,Unknown ,Doylestown ,PA ,USA ,NUFORC
2/5/16,Unknown ,Durham ,NC ,USA ,NUFORC
2/4/16,Unknown ,Greeley ,CO ,USA ,NUFORC
2/3/16,Unknown ,Cypress ,TX ,USA ,NUFORC
1/31/16,Unknown ,Philadelphia ,PA ,USA ,NUFORC
1/30/16,Unknown ,Rover ,TN ,USA ,NUFORC
1/29/16,Unknown ,Umatilla ,FL ,USA ,NUFORC
1/29/16,Unknown ,Rochester Hills ,MI ,USA ,NUFORC
1/28/16,Unknown ,Amsterdam ,NY ,USA ,NUFORC
1/28/16,Unknown ,Forked River ,NJ ,USA ,NUFORC
1/28/16,Unknown ,Absecon (most reports) ,NJ ,USA ,NUFORC
1/27/16,Unknown ,Ocean & Monmouth Counties ,NJ ,USA ,NUFORC
1/26/16,Unknown ,Denver ,CO ,USA ,NUFORC
1/24/16,Unknown ,Lake Elsinore ,CA ,USA ,NUFORC
1/24/16,Unknown ,Virginia Beach ,VA ,USA ,NUFORC
1/23/16,Unknown ,Honolulu ,HI ,USA ,NUFORC
1/21/16,Unknown ,Asheville ,NC ,USA ,NUFORC
1/21/16,Unknown ,Asheville ,NC ,USA ,NUFORC
1/15/16,Unknown ,Carson City ,NV ,USA ,NUFORC
1/14/16,Unknown ,Bakersfield ,CA ,USA ,NUFORC
1/10/16,Unknown ,Snohomish ,WA ,USA ,NUFORC
1/6/16,Unknown ,Bow ,NH ,USA ,NUFORC
1/5/16,Unknown ,Chapin ,SC ,USA ,NUFORC
1/4/16,Unknown ,Eureka ,CA ,USA ,MUFON
1/4/16,Unknown ,Burien ,WA ,USA ,NUFORC
1/3/16,Unknown ,Delray Beach ,FL ,USA ,NUFORC
1/2/16,Unknown ,Spurger ,TX ,USA ,MUFON
1/2/16,Unknown ,Aurora ,IN ,USA ,NUFORC
1/2/16,Unknown ,Langhorne ,PA ,USA ,NUFORC
1/1/16,Unknown ,,IA ,USA ,MUFON
1/1/16,Unknown ,Cary ,NC ,USA ,MUFON
1/1/16,Unknown ,Downey ,CA ,USA ,MUFON
1/1/16,Unknown ,Yelm ,WA ,USA ,MUFON
1/1/16,Unknown ,Ontario ,CA ,USA ,MUFON
12/31/15,Unknown ,Ypsilanti ,MI ,USA ,MUFON
12/31/15,Unknown ,Austin ,TX ,USA ,MUFON
12/31/15,Unknown ,Plainfield ,VT ,USA ,NUFORC
12/31/15,Unknown ,Olympia ,WA ,USA ,NUFORC
12/31/15,Unknown ,Eagan ,MN ,USA ,MUFON
12/31/15,Unknown ,Orlando ,FL ,USA ,MUFON
12/29/15,Unknown ,Tehachapi ,CA ,USA ,NUFORC
12/28/15,Unknown ,LAS VEGAS ,NV ,USA ,MUFON
12/25/15,Unknown ,Garden City ,MI ,USA ,MUFON
12/24/15,Unknown ,Mesquite ,NV ,USA ,NUFORC
12/24/15,Unknown ,Renton ,WA ,USA ,NUFORC
12/23/15,Unknown ,Mill Run ,PA ,USA ,NUFORC
12/22/15,Unknown ,Lafayette ,CA ,USA ,NUFORC
12/19/15,Unknown ,Plymouth ,MA ,USA ,NUFORC
12/19/15,Unknown ,Annapolis ,MD ,USA ,NUFORC
12/19/15,Unknown ,St. Petersburg ,FL ,USA ,NUFORC
12/18/15,Unknown ,Anchorage ,AK ,USA ,NUFORC
12/13/15,Unknown ,Fogelsville ,PA ,USA ,NUFORC
12/1/15,Unknown ,Camano Island ,WA ,USA ,NUFORC
11/24/15,Unknown ,Naugatuck ,CT ,USA ,NUFORC
